=== Missing Nationality Report ===
Total: 3834

Name: Hiroki Kumoyama (雲山 弘貴) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484534
Name: Ryuto Yagisawa (八木澤 龍翔) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484164
Name: Sam Jeffries (サム ジェフリーズ) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484338
Name: Makoto Tsutsuguchi (筒口 允之) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484151
Name: Murray Douglas (マリー ダグラス) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484182
Name: Gen Goto (五島 源) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484150
Name: Go Maeda (前田 剛) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483957
Name: Shumpei Miura (三浦 駿平) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484179
Name: Kakeru Okumura (奥村 翔) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484169
Name: Kaito Sugimoto (杉本 海斗) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484196
Name: Kaisei Umeda (梅田 海星) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483484
Name: Sione Vuna (シオネ ブナ) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484191
Name: Kazuki Ishida (石田 一貴) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484299
Name: William Tupou (ウィリアム トゥポウ) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/485515
Name: Junichiro Matsushita (松下 潤一郎) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483521
Name: Kentaro Nanimatsu (何松 健太郎) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483522
Name: Shunta Mori (森 駿太) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483523
Name: Pierich Siebert (ピエリッチ シーバート) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484307
Name: Kohei Yasuda (安田 昂平) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484305
Name: Richard Goh Jones (ジョーンズ リチャード剛) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484167
Name: Ken Hiyoshi (日吉 健) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484349
Name: Kenta Tokuda (徳田 健太) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483955
Name: David Bulbring (デーヴィッド ブルブリング) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483756
Name: Mototsugu Hachiya (蜂谷 元紹) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484737
Name: Takuma Nishino (西野 拓真) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484474
Name: Norifumi Hashimoto (橋本 法史) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483485
Name: Fraser Quirk (フレイザー クワーク) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484691
Name: Tonishio Vaiahu (トニシオ バイフ) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484754
Name: Takuya Shirae (白栄 拓也) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483525
Name: Kazuhiro Taniguchi (谷口 和洋) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483777
Name: Daisuke Nishikawa (西川 大輔) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484887
Name: Orion Schmok (シュモック オライオン) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484076
Name: Shuto Nobuhara (延原 秀飛) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484077
Name: Taniela Vea (タニエラ ヴェア) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484075
Name: Ryong Ji Kim (金 嶺志) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483513
Name: Shotaro Hirai (平井 将太郎) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483514
Name: Brodi Mccurran (マクカラン ブロディ) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484874
Name: Katsuya Okuma (大熊 克哉) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483774
Name: Lisala Finau (リサラ フィナウ) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484032
Name: Jun Morimoto (森本 潤) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484739
Name: Yuki Aoki (青木 祐樹) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483779
Name: Ryota Hasegawa (長谷川 崚太) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484067
Name: Charlie Titcombe (チャーリー ティトコム) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483289
Name: Genki Mizobuchi (溝渕 元気) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483781
Name: Kenkichi Yanagawa (梁川 賢吉) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483783
Name: Faulua Makisi (マキシ ファウルア) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483767
Name: Shunta Koga (古賀 駿汰) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483766
Name: Rikyu Yamakawa (山川 力優) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484354
Name: Masaya Tamaki (玉置 将也) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483757
Name: Shunsuke Sakuta (作田 駿介) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484193
Name: Yusuke Kishi (岸 佑融) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484859
Name: Taichi Kugino (久木野 太一) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484861
Name: Taiga Kawasaki (川崎 太雅) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484476
Name: Larry Sulunga (ラリー スルンガ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484674
Name: Yuzuki Sasaki (佐々木 柚樹) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483483
Name: Kosei Nakamura (中村 公星) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484870
Name: Junta Hamano (濱野 隼大) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483951
Name: Nic Souchon (ニック スーチョン) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/485147
Name: Yu Kawai (河井 優) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/485077
Name: Friedle Olivier (フリードル オリヴィエー) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/485069
Name: Malcolm Marx (マルコム マークス) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/486438
Name: Masashi Onishi (大西 将史) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484894
Name: Pohiva Yamato Lotoahea (ロトアヘア ポヒヴァ大和) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484893
Name: Shunsuke Sakamoto (坂本 駿介) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484749
Name: Yuo Kim (金 侑悟) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483482
Name: Satoshi Saita (才田 智) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483769
Name: Shu Hagihara (萩原 周) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484079
Name: Riku Kitahara (北原 璃久) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484659
Name: Shota Fukui (福井 翔大) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484052
Name: Kohki Matsumoto (松本 光貴) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484757
Name: Shoki Yoshimoto (吉本 匠希) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484755
Name: Toshiya Takahashi (高橋 敏也) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484896
Name: Josh Goodhue (ジョシュ グッドヒュー) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484875
Name: Kosei Miki (三木 皓正) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484473
Name: Jingo Murata (村田 陣悟) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484475
Name: Takanobu Minami (南 昂伸) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484881
Name: Pieter Scholtz (ピーター ショルツ) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483288
Name: Ryoma Nishimura (西村 龍馬) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484685
Name: Halaholo Tokolahi (ハラホロ トコラヒ) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483479
Name: Kazuma Nishi (西 和磨) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484899
Name: Talifolofola Tangipa (タリフォロフォラ タンギパ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484678
Name: Ryo Furuta (古田 凌) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484700
Name: Lamin Dieng Saito (齋藤 良明慈縁) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484163
Name: Asipeli Moala (アシペリ モアラ) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483752
Name: Wihongi Connor (コナー ウィホンギ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484707
Name: Takumi Fujii (藤井 拓海) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484706
Name: Masahiro Kitamura (北村 将大) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484462
Name: Feinga Fakai (フェインガ ファカイ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484677
Name: Yuji Shimogama (下釜 優次) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484069
Name: Lukhanyo Am (ルカニョ アム) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483290
Name: Sanaila Waqa (サナイラ ワクァ) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484568
Name: Tevita Tupou (ツポウ テビタ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484679
Name: Siosifa Lisala (リサラ シオシファ) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483496
Name: Koki Hida (肥田 晃季) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484689
Name: Soshi Oga (大賀 宗志) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484313
Name: Atsuki Yamamoto (山本 敦輝) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484340
Name: Talau Samurai Fakatava (ファカタヴァ タラウ侍) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484891
Name: Ryusei Kato (加藤 竜聖) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484467
Name: Yoshiaki Taniguchi (谷口 宜顕) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484080
Name: Daishi Kojima (小嶋 大士) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483526
Name: Rusiate Finau (ルシアテ フィナウ) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483478
Name: Kazuhiro Kawata (河田 和大) | Team: 静岡ブルーレヴズ（2025-26） (league-one) | URL: https://league-one.jp/player/484186
Name: Kanta Ogawa (小川 寛大) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484302
Name: Seima Inaba (稲葉 聖馬) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484908
Name: Kazuhiro Koike (小池 一宏) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484686
Name: Masahiko Sagara (相良 昌彦) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484312
Name: Ryota Funabiki (船曳 涼太) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483974
Name: Daniel Perez (ダニエル ペレズ) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484043
Name: Shun Miyake (三宅 駿) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484717
Name: Mac Harris (ハリス マック) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483927
Name: Shoei Ijima (井島 彰英) | Team: 日野レッドドルフィンズ（2025-26） (league-one) | URL: https://league-one.jp/player/485378
Name: Ryo Tabata (田畑 凌) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484846
Name: Sione Sime Mau (シオネ シメ マウ) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483930
Name: Semisi Masirewa (セミシ マシレワ) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/485477
Name: Vince Aso (ヴィンス アソ) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484048
Name: Itsuki Kamimura (上村 樹輝) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483934
Name: Hiyu Sasaki (佐々木 陽有) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484716
Name: Faf De Klerk (ファフ デクラーク) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484824
Name: Azuma Doei (土永 雷) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484710
Name: Itsuki Onishi (大西 樹) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484061
Name: Shigure Takao (高尾 時流) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483963
Name: Pablo Matera (パブロ マテーラ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484715
Name: David Van Zeeland (デーヴィッド ヴァンジーランド) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483745
Name: Yuma Uenobo (上ノ坊 悠馬) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483735
Name: Towa Kondo (近藤 翔耶) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483733
Name: Kantaro Tajima (田島 貫太郎) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484031
Name: Yusuke Sakamoto (坂本 侑翼) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484743
Name: Goro Hashimoto (橋本 吾郎) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484046
Name: Senfu Kamei (亀井 茜風) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484386
Name: Yoshiki Yoshioka (吉岡 義喜) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484720
Name: PJ Latu (PJ ラトゥ) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484866
Name: Kanta Matsunaga (松永 貫汰) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483947
Name: Rory Arnold (ローリー アーノルド) | Team: NECグリーンロケッツ東葛（2025-26） (league-one) | URL: https://league-one.jp/player/483535
Name: Brodie Retallick (ブロディ レタリック) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483969
Name: Reo Matsushita (松下 怜央) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483742
Name: Shota matsuoka (松岡 将大) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484841
Name: Michael Allardice (マイケル アラダイス) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484864
Name: Koyo Adachi (安達 航洋) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484251
Name: Shinya Nara (奈良 真弥) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484250
Name: Takumi Takeshita (竹下 拓己) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483689
Name: Hitaka Inoue (井上 陽公) | Team: マツダスカイアクティブズ広島（2025-26） (league-one) | URL: https://league-one.jp/player/484619
Name: Hiroto Oka (岡 大翔) | Team: ヤクルトレビンズ戸田（2025-26） (league-one) | URL: https://league-one.jp/player/484800
Name: Tomotaka Ishimatsu (石松 大空) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483722
Name: Riki Tanaka (田中 利輝) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484244
Name: Kentaro Sugimori (杉森 健太郎) | Team: クリタウォーターガッシュ昭島（2025-26） (league-one) | URL: https://league-one.jp/player/483807
Name: Kazuki Ikemura (池村 冬紀) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484096
Name: Sei Matsuyama (松山 青) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484516
Name: Suguru Hidaka (日高 駿) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484242
Name: Motoki Kaneko (金子 元紀) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484097
Name: Sanshiro Nomura (野村 三四郎) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484221
Name: Naoki Kotera (古寺 直希) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484725
Name: Keito Tahara (田原 慶人) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484099
Name: MASAHIRO ERIGUCHI (江里口 真弘) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484919
Name: Shinpei Suganuma (菅沼 神兵) | Team: クリタウォーターガッシュ昭島（2025-26） (league-one) | URL: https://league-one.jp/player/483809
Name: THOMAS Umaga JENSEN (トーマス ウマガ=ジェンセン) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484392
Name: Tevita Oto (テビタ オト) | Team: クリタウォーターガッシュ昭島（2025-26） (league-one) | URL: https://league-one.jp/player/483802
Name: Kaito Sugahara (菅原 海人) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484118
Name: Samuel Waqabaca (サミュエラ ワカヴァカ) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484909
Name: Viliame Takayawa (ヴィリアメ タカヤワ) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484830
Name: Shotaro Ikedo (池戸 将太郎) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484389
Name: Kota Iwamura (岩村 昂太) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484745
Name: Joape Naco (ジョアペ ナコ) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484724
Name: Keita Miyauchi (宮内 慶大) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483936
Name: Naoto Yasutsune (安恒 直人) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484722
Name: Jongchu Ryang (梁 正秋) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484464
Name: Yuragi Muto (武藤 ゆらぎ) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484854
Name: Kohei Takahashi (高橋 昴平) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484367
Name: Yuhei Sugiyama (杉山 優平) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484366
Name: Sosefo Fakatava (ソセフォ ファカタヴァ) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483941
Name: Soma Sugimoto (杉本 崇馬) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483943
Name: Hayata Taniyama (谷山 隼大) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484078
Name: Taichi Chiba (千葉 太一) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484897
Name: Brendan Owen (ブレンダン オーウェン) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484820
Name: Yuta Matsuura (松浦 祐太) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484694
Name: Lemeki Lomano Lava (レメキ ロマノラヴァ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484673
Name: Sione Teaupa (テアウパ シオネ) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483771
Name: Kazuki Ban (坂 和樹) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484661
Name: Gwante O (呉 洸太) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484697
Name: Atsuki Kuwayama (桑山 淳生) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484362
Name: Masaki Hamada (濱田 将暉) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484363
Name: Isaiah Punivai (イザヤ プニヴァイ) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484314
Name: Shoichi Takagi (高城 勝一) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484372
Name: Takaya Saito (齊藤 誉哉) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484038
Name: Ryuta Nakamori (中森 隆太) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484735
Name: Sam Cane (サム ケイン) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484339
Name: Tevita Ikanivere (テビタ イカニヴェレ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484668
Name: Daiki Yamagiwa (山極 大貴) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484719
Name: Shogo Nezuka (根塚 聖冴) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484699
Name: Tatsuya Miyazaki (宮崎 達也) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484315
Name: Kohki Sato (佐藤 弘樹) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484742
Name: Shannon Frizell (シャノン フリゼル) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484383
Name: Takeshi Sasaki (佐々木 剛) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484370
Name: Stephanus Du Toit (ステファーナス ドゥトイ) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484391
Name: Songyu Cho (趙 誠悠) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484750
Name: Shinnosuke Yamashita (山下 真之介) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484727
Name: Jose Seru (セル ホゼ) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484721
Name: Kumsu Lee (李 錦寿) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484034
Name: Kazuki Kato (加藤 一希) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483747
Name: Kyogo Okano (岡野 喬吾) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484714
Name: Hayata Tsujino (辻野 隼大) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483932
Name: Toshiki Amano (天野 寿紀) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484845
Name: Masataka Tsuruya (鶴谷 昌隆) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484744
