英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Shinnosuke Yamashita,山下 真之介,SO,三菱重工相模原ダイナボアーズ（2025-26）,174,83,2002.06.06,23,流通経済大学柏高校,立命館大学,流通経済大学柏 立命館大学,A,1,https://league-one.jp/player/484727,,,,,,Not Found
Charlie Lawrence,チャーリー ・ローレンス,CTB,三菱重工相模原ダイナボアーズ（2025-26）,171,90,1998.05.27,27,HamiltonBoysHighSchool,,HamiltonBoysHighSchool,A,55,https://league-one.jp/player/484728,,,日本代表(9),,,Mitsubishi Sagamihara Dynaboars (2024 - 2026) -> Toyota Verblitz (2021 - 2024)
Changho Ahn,安 昌豪,PR,三菱重工相模原ダイナボアーズ（2025-26）,178,110,1997.11.20,28,大阪朝鮮高級学校,明治大学,大阪朝鮮高級学校 明治大学,A,44,https://league-one.jp/player/484729,,,"U20,U23('17)",,,Not Found
Seunghyok Lee,李 承爀,HO,三菱重工相模原ダイナボアーズ（2025-26）,179,103,1999.01.27,26,大阪朝鮮高級学校,帝京大学,大阪朝鮮高級学校 帝京大学,A,57,https://league-one.jp/player/484730,,,日本代表(1),,,Mitsubishi Sagamihara Dynaboars (2024 - 2026) -> Mie Honda Heat RFC (2021 - 2024)
Rento Tsukayama,津嘉山 廉人,PR,三菱重工相模原ダイナボアーズ（2025-26）,186,107,1998.09.07,27,流通経済大学附属柏高校,流通経済大学,流通経済大学附属柏高等学校 流通経済大学,A,36,https://league-one.jp/player/484731,,,"U20('18)、U23('18,'19)",,,Mitsubishi Sagamihara Dynaboars (2024 - 2026) -> Yokohama Canon Eagles (2021 - 2023)
Riku Mishima,三島 琳久,CTB,三菱重工相模原ダイナボアーズ（2025-26）,175,91,2000.09.02,25,大阪桐蔭高校,近畿大学,大阪桐蔭高校 近畿大学,A,2,https://league-one.jp/player/484732,,,,,,Mitsubishi Sagamihara Dynaboars (2024 - 2026)
Satoshi Koizumi,小泉 怜史,FB,三菱重工相模原ダイナボアーズ（2025-26）,178,87,2000.06.22,25,早稲田実業高校,早稲田大学,早稲田実業 早稲田大学,A,25,https://league-one.jp/player/484733,,,,,,Mitsubishi Sagamihara Dynaboars (2022 - 2026)
DJ Kashima,加島 DJ,WTB,三菱重工相模原ダイナボアーズ（2025-26）,175,89,2001.03.11,24,湘南工科大附属高校,山梨学院大学,湘南工科大附属高校 山梨学院大学,A,2,https://league-one.jp/player/484734,,,セブンズ日本(4),,,Mitsubishi Sagamihara Dynaboars (2024 - 2026)
Ryuta Nakamori,中森 隆太,SH,三菱重工相模原ダイナボアーズ（2025-26）,175,75,2000.07.16,25,東福岡高校,立正大学,東福岡高校 立正大学,A,11,https://league-one.jp/player/484735,,,,,,Mitsubishi Sagamihara Dynaboars (2022 - 2026)
Kanzo Schinckel,シンクル 寛造,PR,三菱重工相模原ダイナボアーズ（2025-26）,187,115,1999.08.20,26,札幌山の手高校,流通経済大学,札幌山の手 流通経済大学,A,19,https://league-one.jp/player/484736,,,高校('18),,,Mitsubishi Sagamihara Dynaboars (2023 - 2026)
Mototsugu Hachiya,蜂谷 元紹,PR,三菱重工相模原ダイナボアーズ（2025-26）,180,115,1998.04.07,27,中部大学春日丘高校,中京大学,中部大学春日丘高校 中京大学,A,25,https://league-one.jp/player/484737,,,,,,Mitsubishi Sagamihara Dynaboars (2022 - 2026)
Tomoaki Ishii,石井 智亮,PR,三菱重工相模原ダイナボアーズ（2025-26）,182,120,1995.08.23,30,生田高校,成蹊大学,生田高校 成蹊大学,A,52,https://league-one.jp/player/484738,,,XV('25),,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Jun Morimoto,森本 潤,PR,三菱重工相模原ダイナボアーズ（2025-26）,175,115,1996.06.04,29,常翔啓光学園高校,日本大学,常翔啓光学園 日本大学,A,36,https://league-one.jp/player/484739,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Yuki Miyazato,宮里 侑樹,HO,三菱重工相模原ダイナボアーズ（2025-26）,178,105,1997.01.06,29,名護商工業高校,早稲田大学,名護商工 早稲田大学,A,43,https://league-one.jp/player/484740,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Epineri Uluiviti,エピネリ ・ウルイヴァイティ,LO,三菱重工相模原ダイナボアーズ（2025-26）,198,125,1996.07.07,29,RatuKadavulevuSchool,,RatuKadavulevuSchool,A,50,https://league-one.jp/player/484741,,,日本代表(11),,,Mitsubishi Sagamihara Dynaboars (2018 - 2026)
Kohki Sato,佐藤 弘樹,FL,三菱重工相模原ダイナボアーズ（2025-26）,179,100,1995.07.22,30,青森北高校,札幌大学,青森北高校 札幌大学,A,22,https://league-one.jp/player/484742,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Yusuke Sakamoto,坂本 侑翼,FL,三菱重工相模原ダイナボアーズ（2025-26）,176,96,1998.10.25,27,流通経済大学附属柏高校,流通経済大学,流通経済大学附属柏高校 流通経済大学,A,27,https://league-one.jp/player/484743,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Masataka Tsuruya,鶴谷 昌隆,FL,三菱重工相模原ダイナボアーズ（2025-26）,186,104,1990.10.18,35,青森北高校,筑波大学,青森北高校 筑波大学,A,52,https://league-one.jp/player/484744,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Kota Iwamura,岩村 昂太,SH,三菱重工相模原ダイナボアーズ（2025-26）,182,87,1993.12.07,32,東福岡高校,同志社大学,東福岡高校 同志社大学,A,59,https://league-one.jp/player/484745,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Matt Vaega,マット ・ヴァエガ,CTB,三菱重工相模原ダイナボアーズ（2025-26）,179,94,1994.09.07,31,KelstonBoysHighSchool,,KelstonBoysHighSchool,A,50,https://league-one.jp/player/484746,,,,,,Mitsubishi Sagamihara Dynaboars (2018 - 2026) -> North Harbour (2016 - 2017) -> Blues (2014 - 2016)
Takumi Sugiura,杉浦 拓実,CTB,三菱重工相模原ダイナボアーズ（2025-26）,175,88,1998.08.24,27,東京高校,東海大学,東京高校 東海大学,A,4,https://league-one.jp/player/484747,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Honeti Taumohaapai,タウモハパイ ホネティ,WTB,三菱重工相模原ダイナボアーズ（2025-26）,180,95,1992.10.02,33,TongaCollege,花園大学,TongaCollege 花園大学,A,43,https://league-one.jp/player/484748,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Shunsuke Sakamoto,坂本 駿介,PR,三菱重工相模原ダイナボアーズ（2025-26）,180,110,1998.03.13,27,三本木農業高校,日本大学,三本木農業高校 日本大学,A,25,https://league-one.jp/player/484749,,,,,,Mitsubishi Sagamihara Dynaboars (2021 - 2026)
Songyu Cho,趙 誠悠,FL,三菱重工相模原ダイナボアーズ（2025-26）,185,102,1999.05.13,26,大阪朝鮮高級校高校,日本大学,大阪朝鮮高級校 日本大学,A,2,https://league-one.jp/player/484750,,,,,,Mitsubishi Sagamihara Dynaboars (2022 - 2026)
Kouki Hattori,服部 航大,FL,三菱重工相模原ダイナボアーズ（2025-26）,177,100,2000.01.16,25,天理高校,天理大学,天理高校 天理大学,A,1,https://league-one.jp/player/484751,,,,,,Mitsubishi Sagamihara Dynaboars (2024 - 2026)
Kyo Yoshida,吉田 杏,FL,三菱重工相模原ダイナボアーズ（2025-26）,188,108,1995.06.30,30,大阪桐蔭高校,帝京大学,大阪桐蔭高校 帝京大学,A,58,https://league-one.jp/player/484752,,,XV('25),,,Mitsubishi Sagamihara Dynaboars (2023 - 2026) -> Toyota Verblitz (2020 - 2023) -> Sunwolves (2020 - 2020) -> Toyota Verblitz (2020 - 2020) -> Sunwolves (2019 - 2019) -> Toyota Verblitz (2018 - 2019)
Jack Stratton,ジャック ・ストラトン,SH,三菱重工相模原ダイナボアーズ（2025-26）,185,94,1994.08.21,31,FeildingHighSchool,LincolnUniversity,FeildingHighSchool LincolnUniversity,A,43,https://league-one.jp/player/484753,,,,,,Mitsubishi Sagamihara Dynaboars (2023 - 2026) -> Toshiba Brave Lupus Tokyo (2019 - 2023) -> Waikato Mooloos (2018 - 2019) -> Crusaders (2017 - 2018)
Tonishio Vaiahu,トニシオ バイフ,CTB,三菱重工相模原ダイナボアーズ（2025-26）,177,103,1991.02.12,34,日本航空高校石川,天理大学,日本航空高校石川 天理大学,A,21,https://league-one.jp/player/484754,,,,,,Not Found
Shoki Yoshimoto,吉本 匠希,FB,三菱重工相模原ダイナボアーズ（2025-26）,182,84,2002.03.05,23,常翔学園高校,立命館大学,常翔学園 立命館大学,A,0,https://league-one.jp/player/484755,,,,,,Mitsubishi Sagamihara Dynaboars (2024 - 2026)
Shoma Sagawa,佐川 奨茉,HO,三菱重工相模原ダイナボアーズ（2025-26）,180,105,2002.01.20,23,佐野日本大学高校,日本大学,佐野日本大学高等学校 日本大学,A,3,https://league-one.jp/player/484756,,,XV('25),,,Mitsubishi Sagamihara Dynaboars (2024 - 2026)
Kohki Matsumoto,松本 光貴,LO,三菱重工相模原ダイナボアーズ（2025-26）,190,107,2001.11.03,24,明治大学附属八王子高校,明治大学,明治大学附属八王子高校 明治大学,A,5,https://league-one.jp/player/484757,,,,,,Mitsubishi Sagamihara Dynaboars (2024 - 2026)
JAMES GRAYSON,ジェームス ・グレイソン,SO,三菱重工相模原ダイナボアーズ（2025-26）,187,89,1998.06.26,27,Northampton,Boys,Northampton Boys highschool,B,36,https://league-one.jp/player/485067,,,,,,Mitsubishi Sagamihara Dynaboars (2024 - 2026) -> Northampton Saints (2024 - 2024) -> Mitsubishi Sagamihara Dynaboars (2023 - 2023) -> Northampton Saints (2023 - 2023) -> Bedford Blues (2023 - 2023) -> Northampton Saints (2023 - 2023) -> Bedford Blues (2022 - 2022) -> Northampton Saints (2017 - 2022)
Jackson Hemopo,ジャクソン ・ヘモポ,No8,三菱重工相模原ダイナボアーズ（2025-26）,194,113,1993.11.14,32,ﾊﾟｰﾏｽﾄﾝﾉｰｽﾎﾞｰｲｽ,,ﾊﾟｰﾏｽﾄﾝﾉｰｽﾎﾞｰｲｽ,C,37,https://league-one.jp/player/485068,,,NZ代表(5),,,Mitsubishi Sagamihara Dynaboars (2019 - 2026) -> Manawatu Turbos (2019 - 2019) -> Highlanders (2019 - 2019) -> Manawatu Turbos (2018 - 2018) -> Highlanders (2014 - 2018)
Friedle Olivier,フリードル ・オリヴィエー,FL,三菱重工相模原ダイナボアーズ（2025-26）,197,126,1992.05.27,33,Dr.,Johan,Dr. Johan Jurgens High School University of South Africa,B,7,https://league-one.jp/player/485069,,,,,,Mitsubishi Sagamihara Dynaboars (2025 - 2026) -> Central Cheetahs (2025 - 2025) -> Mitsubishi Sagamihara Dynaboars (2024 - 2024) -> Central Cheetahs (2022 - 2024) -> Enisey-STM (2020 - 2022) -> Valke (2012 - 2020)
MARINO MIKAELE-TU U,マリノ ・ミカエリトゥウ,No8,三菱重工相模原ダイナボアーズ（2025-26）,193,111,1997.11.06,28,登録区分：カテゴリB,,登録区分：カテゴリB,B,24,https://league-one.jp/player/485070,,,,,,Mitsubishi Sagamihara Dynaboars (2023 - 2026) -> Hawke's Bay Magpies (2023 - 2023) -> Highlanders (2023 - 2023) -> Hawke's Bay Magpies (2022 - 2022) -> Highlanders (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Highlanders (2022 - 2022) -> Hawke's Bay Magpies (2021 - 2021) -> Highlanders (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Highlanders (2021 - 2021) -> Hawke's Bay Magpies (2020 - 2020) -> Highlanders (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Highlanders (2020 - 2020) -> Hawke's Bay Magpies (2019 - 2019) -> Highlanders (2017 - 2019)
Tai Dowling,ダウリング タイ,SO,三菱重工相模原ダイナボアーズ（2025-26）,183,85,2003.07.06,22,Emmanuel,college,Emmanuel college Queensland university of techn,A,1,https://league-one.jp/player/485367,,,,,,Mitsubishi Sagamihara Dynaboars (2024 - 2026)
Semisi Masirewa,セミシ ・マシレワ,WTB,三菱重工相模原ダイナボアーズ（2025-26）,181,95,1992.06.09,33,フィールディング,,フィールディング高校,A,29,https://league-one.jp/player/485477,,,日本代表(7),,,Mitsubishi Sagamihara Dynaboars (2025 - 2026) -> Hanazono Kintetsu Liners (2019 - 2025) -> Sunwolves (2019 - 2019) -> Hanazono Kintetsu Liners (2018 - 2018) -> Sunwolves (2018 - 2018) -> Hanazono Kintetsu Liners (2018 - 2018) -> Sunwolves (2018 - 2018) -> Hanazono Kintetsu Liners (2017 - 2017) -> Sunwolves (2017 - 2017) -> Western Force (2015 - 2017) -> Manawatu Turbos (2013 - 2015) -> Waikato Mooloos (2012 - 2013)
Brad WEBER,ブラッド ・ウェバー,SH,三菱重工相模原ダイナボアーズ（2025-26）,172,75,1991.01.17,34,Napier,Boys',Napier Boys' High School University of Otago,C,0,https://league-one.jp/player/486457,,,NZ代表(18),,,Mitsubishi Sagamihara Dynaboars (2026 - 2026) -> Stade Français Paris Rugby (2026 - 2026) -> Mitsubishi Sagamihara Dynaboars (2025 - 2025) -> Stade Français Paris Rugby (2023 - 2025) -> Hawke's Bay Magpies (2023 - 2023) -> Chiefs (2023 - 2023) -> Hawke's Bay Magpies (2022 - 2022) -> Chiefs (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Chiefs (2022 - 2022) -> Hawke's Bay Magpies (2021 - 2021) -> Chiefs (2020 - 2021) -> Hawke's Bay Magpies (2020 - 2020) -> Chiefs (2020 - 2020) -> Hawke's Bay Magpies (2019 - 2019) -> Chiefs (2013 - 2019)
Nesta Mahina,ネスタ ・マヒナ,PR,横浜キヤノンイーグルス（2025-26）,171,113,2000.10.28,25,ブリスベンステートハイスクール,,ブリスベンステートハイスクール,A,6,https://league-one.jp/player/484806,,,,,,Yokohama Canon Eagles (2025 - 2026) -> Hanazono Kintetsu Liners (2022 - 2025)
Kaito Doichi,土一 海人,HO,横浜キヤノンイーグルス（2025-26）,176,100,1999.07.02,26,東海大相模高校,東海大学,東海大相模高校 東海大学,A,2,https://league-one.jp/player/484807,,,高校('17),,,Yokohama Canon Eagles (2025 - 2026) -> Tokyo Sungoliath (2023 - 2025) -> Hino Red Dolphins (2022 - 2023)
Yu Chinen,知念 雄,PR,横浜キヤノンイーグルス（2025-26）,183,120,1990.11.18,35,那覇西高校,順天堂大学,那覇西高校 順天堂大学,A,26,https://league-one.jp/player/484808,,,U23('16)、日本代表(6),,,Yokohama Canon Eagles (2025 - 2026) -> Mitsubishi Sagamihara Dynaboars (2023 - 2025) -> Toshiba Brave Lupus Tokyo (2021 - 2022)
Sam Caird,サム ・ケアード,LO,横浜キヤノンイーグルス（2025-26）,202,117,1997.03.18,28,セントピーターズスクール,シドニー大学,セントピーターズスクール シドニー大学,B,3,https://league-one.jp/player/484809,,,,,,Yokohama Canon Eagles (2025 - 2026) -> Northland Taniwha (2025 - 2025) -> New England Free Jacks (2025 - 2025) -> Northland Taniwha (2024 - 2024) -> New England Free Jacks (2024 - 2024) -> Northland Taniwha (2023 - 2024) -> Hanazono Kintetsu Liners (2023 - 2023) -> Northland Taniwha (2022 - 2022) -> Hanazono Kintetsu Liners (2022 - 2022) -> Northland Taniwha (2022 - 2022) -> Highlanders (2022 - 2022) -> Northland Taniwha (2021 - 2021) -> Highlanders (2021 - 2021) -> Northland Taniwha (2021 - 2021) -> New South Wales Waratahs (2021 - 2021) -> Northland Taniwha (2020 - 2020) -> New South Wales Waratahs (2020 - 2020) -> Northland Taniwha (2018 - 2020) -> Waikato Mooloos (2016 - 2018)
Dino Lamb,ディノ ・ラム,LO,横浜キヤノンイーグルス（2025-26）,198,119,1998.04.18,27,クランリースクール,,クランリースクール,C,1,https://league-one.jp/player/484810,,,,,,Yokohama Canon Eagles (2025 - 2026) -> Harlequins (2017 - 2025)
Daichi Akiyama,秋山 大地,LO,横浜キヤノンイーグルス（2025-26）,192,114,1996.11.14,29,つるぎ,帝京大学,つるぎ高校 帝京大学,A,51,https://league-one.jp/player/484811,,,"U20,U23('16)、日本代表(2)",,,Yokohama Canon Eagles (2025 - 2026) -> Toyota Verblitz (2019 - 2025)
Sione Lavemai,シオネ ・ラベマイ,FL,横浜キヤノンイーグルス（2025-26）,190,120,1994.05.08,31,セントビーズカレッジ,拓殖大学,セントビーズカレッジ 拓殖大学,A,27,https://league-one.jp/player/484812,,,日本代表(1),,,Yokohama Canon Eagles (2025 - 2026) -> Tokyo Sungoliath (2023 - 2025) -> Toshiba Brave Lupus Tokyo (2019 - 2022)
Amanaki Saumaki,サウマキ アマナキ,FL,横浜キヤノンイーグルス（2025-26）,189,110,1997.03.08,28,トゥポウカレッジ,,トゥポウカレッジ,A,59,https://league-one.jp/player/484813,,,XV('25)、日本代表(5),,,Yokohama Canon Eagles (2025 - 2026) -> Kobelco Kobe Steelers (2022 - 2025) -> Yokohama Canon Eagles (2017 - 2022)
Yuto Mori,森 勇登,UTB,横浜キヤノンイーグルス（2025-26）,174,85,1998.11.14,27,東福岡高校,明治大学,東福岡高校 明治大学,A,47,https://league-one.jp/player/484814,,,"U20,U23('18)、XV('25)",,,Yokohama Canon Eagles (2025 - 2026) -> Toshiba Brave Lupus Tokyo (2021 - 2025)
Levi Aumua,リーバイ ・アウムア,CTB,横浜キヤノンイーグルス（2025-26）,185,107,1994.10.09,31,ブリスベングラマースクール,,ブリスベングラマースクール,B,0,https://league-one.jp/player/484815,,,,,,Yokohama Canon Eagles (2025 - 2026) -> Tasman Mako (2025 - 2025) -> Crusaders (2025 - 2025) -> Tasman Mako (2024 - 2024) -> Crusaders (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Crusaders (2024 - 2024) -> Tasman Mako (2023 - 2023) -> Crusaders (2023 - 2023) -> Tasman Mako (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Tasman Mako (2022 - 2022) -> Moana Pasifika (2022 - 2022) -> Tasman Mako (2022 - 2022) -> Moana Pasifika (2022 - 2022) -> Tasman Mako (2021 - 2021) -> Moana Pasifika (2021 - 2021) -> Tasman Mako (2021 - 2021) -> Toyota Industries Shuttles Aichi (2021 - 2021) -> Tasman Mako (2020 - 2020) -> Toyota Industries Shuttles Aichi (2020 - 2020) -> Blues (2018 - 2019) -> Tasman Mako (2018 - 2018) -> Chiefs (2018 - 2018) -> Tasman Mako (2017 - 2017) -> Chiefs (2017 - 2017) -> Tasman Mako (2016 - 2017) -> Brisbane City (2015 - 2016) -> Union Bordeaux-Bègles (2015 - 2015) -> Brisbane City (2014 - 2014) -> Union Bordeaux-Bègles (2014 - 2014)
Jeandre Labuschagne,ジャンドレ ・ラブスカフニ,LO,横浜キヤノンイーグルス（2025-26）,195,106,1999.07.17,26,MaritzburgCollege,,MaritzburgCollege,B,5,https://league-one.jp/player/484816,,,,,,Yokohama Canon Eagles (2025 - 2026) -> Sharks (2025 - 2025) -> Yokohama Canon Eagles (2024 - 2024) -> Sharks (2021 - 2024) -> Natal Sharks (2020 - 2021)
Asahi Doei,土永 旭,SH,横浜キヤノンイーグルス（2025-26）,171,76,2003.01.09,22,光泉カトリック高校,京都産業大学,光泉カトリック高校 京都産業大学,A,3,https://league-one.jp/player/484817,,,"XV('24,'25)",,,Yokohama Canon Eagles (2024 - 2026) -> Kyoto Sangyo University (2022 - 2023)
Aminiasi Shaw,アミニアシ ・ショー,FL,横浜キヤノンイーグルス（2025-26）,185,107,2000.03.13,25,マリストブラザーズ高高校,摂南大学,マリストブラザーズ高 摂南大学,A,1,https://league-one.jp/player/484818,,,,,,Not Found
Billy Harmon,ビリー ・ハーモン,FL,横浜キヤノンイーグルス（2025-26）,187,104,1994.12.23,31,StBede'sCollege,,StBede'sCollege,B,21,https://league-one.jp/player/484819,,,,,,Yokohama Canon Eagles (2024 - 2026) -> Canterbury (2024 - 2024) -> Highlanders (2024 - 2024) -> Canterbury (2023 - 2023) -> Highlanders (2023 - 2023) -> Canterbury (2023 - 2023) -> Highlanders (2023 - 2023) -> Canterbury (2022 - 2022) -> Highlanders (2022 - 2022) -> Canterbury (2022 - 2022) -> Highlanders (2022 - 2022) -> Canterbury (2021 - 2021) -> Highlanders (2021 - 2021) -> Canterbury (2021 - 2021) -> Highlanders (2021 - 2021) -> Canterbury (2020 - 2020) -> Highlanders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2020 - 2020) -> Canterbury (2019 - 2019) -> Crusaders (2017 - 2019)
Brendan Owen,ブレンダン ・オーウェン,UTB,横浜キヤノンイーグルス（2025-26）,192,97,1996.09.23,29,StAndrewsCollege,UniversityofSouthAfrica(UNISA),StAndrewsCollege UniversityofSouthAfrica(UNISA),B,11,https://league-one.jp/player/484820,,,,,,Yokohama Canon Eagles (2024 - 2026) -> Jersey Reds (2024 - 2024) -> Bath Rugby (2024 - 2024) -> Jersey Reds (2023 - 2023) -> Bath Rugby (2023 - 2023) -> Jersey Reds (2019 - 2023)
Tomoki Minami,南 友紀,PR,横浜キヤノンイーグルス（2025-26）,172,96,1993.10.23,32,筑紫高校,立命館大学,筑紫高校 立命館大学,A,39,https://league-one.jp/player/484821,,,,,,Yokohama Canon Eagles (2024 - 2026) -> Toyota Industries Shuttles Aichi (2021 - 2024)
Masato Furukawa,古川 聖人,FL,横浜キヤノンイーグルス（2025-26）,179,94,1996.12.06,29,東福岡高校,立命館大学,東福岡高校 立命館大学,A,46,https://league-one.jp/player/484822,,,"U20,U23('16)、XV('25)、日本代表(3)",,,Yokohama Canon Eagles (2024 - 2026) -> Toyota Verblitz (2019 - 2024)
Cormac Daly,コルマック ・ダリー,LO,横浜キヤノンイーグルス（2025-26）,199,120,1998.05.01,27,ScoilUiRiadaGaelscoil,MaynoothUniversity,ScoilUiRiadaGaelscoil MaynoothUniversity,B,13,https://league-one.jp/player/484823,,,,,,Yokohama Canon Eagles (2024 - 2026) -> Queensland Reds (2023 - 2024) -> Randwick Rugby (2022 - 2023) -> Connacht Rugby (2020 - 2021) -> Rugby United New-York (2019 - 2020) -> Connacht Rugby (2018 - 2019)
Faf De Klerk,ファフ ・デクラーク,SH,横浜キヤノンイーグルス（2025-26）,172,88,1991.10.19,34,HoerskoolWaterkloof,,HoerskoolWaterkloof,C,34,https://league-one.jp/player/484824,,,,,,Yokohama Canon Eagles (2022 - 2026) -> Sale Sharks (2017 - 2022) -> Lions Rugby (2013 - 2017)
Tatsuro Sugimoto,杉本 達郎,PR,横浜キヤノンイーグルス（2025-26）,175,110,1996.09.30,29,東大阪大学柏原高校,関西大学,東大阪大学柏原高校 関西大学,A,60,https://league-one.jp/player/484825,,,,,,Yokohama Canon Eagles (2022 - 2026) -> Red Hurricanes Osaka (2021 - 2022)
Ryo Eto,江藤 良,CTB,横浜キヤノンイーグルス（2025-26）,181,94,2000.01.09,25,報徳学園高校,明治大学,報徳学園高校 明治大学,A,0,https://league-one.jp/player/484826,,,,,,Yokohama Canon Eagles (2022 - 2026)
Sioeli Vakalahi,シオエリ ・ヴァカラヒ,PR,横浜キヤノンイーグルス（2025-26）,178,110,1998.05.15,27,目黒学院高校,福岡工業大学,目黒学院高校 福岡工業大学,A,27,https://league-one.jp/player/484827,,,,,,Yokohama Canon Eagles (2022 - 2026)
Sione Halasili,シオネ ・ハラシリ,No8,横浜キヤノンイーグルス（2025-26）,180,120,1999.10.15,26,目黒学院高校,日本大学,目黒学院高校 日本大学,A,46,https://league-one.jp/player/484828,,,,,,Yokohama Canon Eagles (2021 - 2026)
Liakimatagi Moli,リアキマタギ ・モリ,LO,横浜キヤノンイーグルス（2025-26）,197,114,1990.01.04,36,StPaul’sCollege,,StPaul’sCollege,A,56,https://league-one.jp/player/484829,,,,,,Not Found
Viliame Takayawa,ヴィリアメ ・タカヤワ,CTB,横浜キヤノンイーグルス（2025-26）,184,103,1997.02.21,28,KelstonBoysHighSchool,流通経済大学,KelstonBoysHighSchool 流通経済大学,A,52,https://league-one.jp/player/484830,,,,,,Yokohama Canon Eagles (2021 - 2026)
Masayoshi Takezawa,竹澤 正祥,WTB,横浜キヤノンイーグルス（2025-26）,176,86,1995.05.05,30,明和県央高校,日本大学,明和県央高校 日本大学,A,46,https://league-one.jp/player/484831,,,XV('25),,,Yokohama Canon Eagles (2021 - 2026)
Yusuke Kajimura,梶村 祐介,CTB,横浜キヤノンイーグルス（2025-26）,181,95,1995.09.13,30,報徳学園高校,明治大学,報徳学園高校 明治大学,A,55,https://league-one.jp/player/484832,,,U20('15)、日本代表(7),,,Yokohama Canon Eagles (2021 - 2026)
Kazufumi Yamasuga,山菅 一史,SH,横浜キヤノンイーグルス（2025-26）,164,78,1997.12.03,28,東京高校,東海大学,東京高校 東海大学,A,41,https://league-one.jp/player/484833,,,U20('17),,,Yokohama Canon Eagles (2021 - 2026)
Yu Saruta,猿田 湧,FB,横浜キヤノンイーグルス（2025-26）,184,88,1998.06.04,27,秋田工業高校,明治大学,秋田工業高校 明治大学,A,0,https://league-one.jp/player/484834,,,U20('18),,,Yokohama Canon Eagles (2021 - 2026)
Katsuto Kubo,久保 克斗,LO,横浜キヤノンイーグルス（2025-26）,192,108,1998.11.07,27,國學院栃木高校,帝京大学,國學院栃木高校 帝京大学,A,2,https://league-one.jp/player/484835,,,"U20,U23('18)",,,Yokohama Canon Eagles (2022 - 2026)
Yusaku Miyoshi,三好 優作,PR,横浜キヤノンイーグルス（2025-26）,174,102,1998.05.14,27,松山聖陵高校,明治大学,松山聖陵高校 明治大学,A,4,https://league-one.jp/player/484836,,,,,,Yokohama Canon Eagles (2022 - 2026)
Chihito Matsui,松井 千士,WTB,横浜キヤノンイーグルス（2025-26）,183,88,1994.11.11,31,常翔学園高校,同志社大学,常翔学園高校 同志社大学,A,34,https://league-one.jp/player/484837,,,高校('12)、セブンズ日本(24)、日本代表(2),,,Yokohama Canon Eagles (2021 - 2026)
Junpei Ogura,小倉 順平,SO,横浜キヤノンイーグルス（2025-26）,172,80,1992.07.11,33,桐蔭学園高校,早稲田大学,桐蔭学園高校 早稲田大学,A,70,https://league-one.jp/player/484838,,,日本代表(4),,,Not Found
Ryuta Yasui,安井 龍太,LO,横浜キヤノンイーグルス（2025-26）,187,105,1989.12.06,36,東海大仰星高校,東海大学,東海大仰星高校 東海大学,A,5,https://league-one.jp/player/484839,,,U20('08)、セブンズ日本(3)、日本代表(2),,,Yokohama Canon Eagles (2021 - 2026)
Kazunari Takagi,高木 一成,WTB,横浜キヤノンイーグルス（2025-26）,176,84,1997.06.23,28,慶應義塾高校,慶應義塾大学,慶應義塾高校 慶應義塾大学,A,1,https://league-one.jp/player/484840,,,,,,Yokohama Canon Eagles (2021 - 2026)
Shota matsuoka,松岡 将大,PR,横浜キヤノンイーグルス（2025-26）,181,101,1997.07.31,28,近畿大学附属高校,近畿大学,近畿大学附属高校 近畿大学,A,27,https://league-one.jp/player/484841,,,,,,Yokohama Canon Eagles (2021 - 2026)
Jesse Kriel,ジェシー ・クリエル,CTB,横浜キヤノンイーグルス（2025-26）,185,95,1994.02.15,31,MaritzburgCollege,UniversityofPretoria,MaritzburgCollege UniversityofPretoria,C,57,https://league-one.jp/player/484842,,,,,,Yokohama Canon Eagles (2019 - 2026) -> Bulls (2013 - 2019)
Yu Tamura,田村 優,SO,横浜キヤノンイーグルス（2025-26）,181,92,1989.01.09,36,國學院栃木高校,明治大学,國學院栃木高校 明治大学,A,64,https://league-one.jp/player/484843,,,日本代表(70),,,Yokohama Canon Eagles (2021 - 2026) -> Sunwolves (2015 - 2019)
