Player_Name,Full_Name,選手名_カタカナ,Position,Current_Team,League,Height,Weight,Birth_Date,Age,Nationality,Representative_Caps,Scraped_Url,キャリア遍歴,High_School,University
Ko Sato,佐藤 康,佐藤 康,HO,リコーブラックラムズ東京（2025-26）,league-one,170.0,98.0,1999.05.10,26.0,,,https://league-one.jp/player/484877,リコーブラックラムズ東京 (2022 - ),天理高校,天理大学
Yusaku Miyoshi,三好 優作,三好 優作,PR,横浜キヤノンイーグルス（2025-26）,league-one,174.0,102.0,1998.05.14,27.0,,,https://league-one.jp/player/484836,Yokohama Canon Eagles (2021 - ),松山聖陵高校,明治大学
Tomoki Minami,南 友紀,南 友紀,PR,横浜キヤノンイーグルス（2025-26）,league-one,172.0,96.0,1993.10.23,32.0,,,https://league-one.jp/player/484821,JR九州 (2017 - 2018) -> BIG BLUES (2018 - 2019) -> 豊田自動織機シャトルズ愛知 (2019 - 2024) -> Yokohama Canon Eagles (2024 - ),筑紫高校,立命館大学
Sapoi Viliami,サホイ ヒリアミ,サホイ ヒリアミ,FL/No8,レッドハリケーンズ大阪（2025-26）,league-one,182.0,103.0,2002.02.06,24.0,,,https://league-one.jp/player/484975,NTTドコモレッドハリケーンズ大阪 (2025 - ),開志国際高校,摂南大学
Koji Okamura,岡村 晃司,岡村 晃司,CTB,花園近鉄ライナーズ（2025-26）,league-one,170.0,84.0,1998.06.12,27.0,,,https://league-one.jp/player/484555,花園近鉄ライナーズ (2021 - ),御所実業高校,帝京大学
Dino Lamb,ティノ ラム,ティノ ラム,LO,横浜キヤノンイーグルス（2025-26）,league-one,198.0,119.0,1998.04.18,27.0,,Italy (10),https://league-one.jp/player/484810,ハレクインズ (2017 - 2025) -> 横浜キヤノンイーグルス (2025 - ),クランリースクール,
Henry Taefu,ヘンリー タエフ,ヘンリー タエフ,CTB,レッドハリケーンズ大阪（2025-26）,league-one,183.0,100.0,1993.04.02,32.0,,Samoa (3),https://league-one.jp/player/484985,レッズ (2015 - 2016) -> ブリスベン・シティ (2016 - 2017) -> US Colomiers (2017 - 2018) -> ウェスタン・フォース (2017 - 2021) -> ノース・ハーバー (2020 - 2023) -> モアナ・パシフィカ (2021 - 2024) -> NTTドコモレッドハリケーンズ大阪 (2024 - ),Otago polytechnic,
Kohei Tanaka,田中 康平,田中 康平,FB,マツダスカイアクティブズ広島（2025-26）,league-one,183.0,88.0,2000.12.19,25.0,,,https://league-one.jp/player/484624,マツダスカイアクティブズ広島 (2023 - ),土佐塾高校,東洋大学
Matthys Basson,マティウス ハッソン,マティウス ハッソン,PR,三重ホンダヒート（2025-26）,league-one,191.0,120.0,1995.06.09,30.0,,,https://league-one.jp/player/484703,ブルズ (2017 - 2019) -> ブルー・ブルズ (2019 - 2020) -> 三重ホンダヒート (2020 - ),ボランド農業高校,プレトリア大学
Ryuji Hirose,広瀬 龍二,広瀬 龍二,CTB,日野レッドドルフィンズ（2025-26）,league-one,171.0,86.0,2000.04.09,25.0,,,https://league-one.jp/player/484584,日野レッドドルフィンズ (2023 - ),日川高校,日本大学
Ryoto Tomita,富田 凌仁,富田 凌仁,PR,マツダスカイアクティブズ広島（2025-26）,league-one,170.0,105.0,2001.12.20,24.0,,,https://league-one.jp/player/484622,マツダスカイアクティブズ広島 (2024 - ),若狭東高校,天理大学
Shunya Hamano,濱野 隼也,濱野 隼也,HO,NECグリーンロケッツ東葛（2025-26）,league-one,182.0,108.0,1999.03.11,26.0,,,https://league-one.jp/player/483537,日野レッドドルフィンズ (2021 - 2023) -> 浦安D-Rocks (2023 - 2025) -> NECグリーンロケッツ東葛 (2025 - ),秋田工業高校,法政大学
Junya Lee,李 淳也,李 淳也,FL/No8,日野レッドドルフィンズ（2025-26）,league-one,175.0,90.0,1993.12.27,32.0,,,https://league-one.jp/player/484594,日野レッドドルフィンズ (2021 - ),啓光学園高校,天理大学
Takumi Handa,半田 巧,半田 巧,HO,ヤクルトレビンズ戸田（2025-26）,league-one,176.0,98.0,1998.01.17,28.0,,,https://league-one.jp/player/484783,ヤクルトレビンズ戸田 (2024 - ),石見智翠館高校,大阪産業大学
Takumi Hurukawa,古川 拓実,古川 拓実,CTB,ヤクルトレビンズ戸田（2025-26）,league-one,168.0,83.0,1995.07.03,30.0,,,https://league-one.jp/player/484778,Not Found,目黒学院高校,東洋大学
Atsushi Furuya,古屋 篤史,古屋 篤史,PR,ヤクルトレビンズ戸田（2025-26）,league-one,175.0,112.0,1994.06.13,31.0,,,https://league-one.jp/player/484779,ヤクルトレビンズ戸田 (2024 - ),日川高校,専修大学
Daichi Saito,斉藤 大智,斉藤 大智,WTB,ヤクルトレビンズ戸田（2025-26）,league-one,174.0,83.0,1998.09.12,27.0,,,https://league-one.jp/player/484780,ヤクルトレビンズ戸田 (2024 - ),黒沢尻高校,法政大学
Masashi Ogawa,小川 正志,小川 正志,LO,ヤクルトレビンズ戸田（2025-26）,league-one,185.0,100.0,1996.01.18,30.0,,,https://league-one.jp/player/484781,ヤクルトレビンズ戸田 (2024 - ),長崎北陽台高校,帝京大学
Iori Nozaki,野サキ,野サキ,PR,ヤクルトレビンズ戸田（2025-26）,league-one,180.0,106.0,1994.02.23,31.0,,,https://league-one.jp/player/484782,ヤクルトレビンズ戸田 (2024 - ),国学院栃木高校,東洋大学
Antonio Mikaele-Tuu,アントニオ ミカエリトゥ,アントニオ ミカエリトゥ,CTB,ヤクルトレビンズ戸田（2025-26）,league-one,185.0,100.0,1997.11.06,28.0,,,https://league-one.jp/player/484770,Not Found,へスティングボーイズ高高校,マッセイ大学
Siope Tavo,シオヘ タウォ,シオヘ タウォ,CTB,リコーブラックラムズ東京（2025-26）,league-one,189.0,104.0,1997.06.19,28.0,,,https://league-one.jp/player/484873,中国電力レッドレギュリオンズ (2021 - 2022) -> リコーブラックラムズ東京 (2022 - ),リアホナ,大東文化大学
Takumi Aoki,青木 拓己,青木 拓己,CTB,リコーブラックラムズ東京（2025-26）,league-one,185.0,90.0,2000.04.07,25.0,,,https://league-one.jp/player/484872,リコーブラックラムズ東京 (2023 - ),御所実業高校,大東文化大学
Shosuke Funaki,船木 頌介,船木 頌介,PR,日野レッドドルフィンズ（2025-26）,league-one,178.0,109.0,1996.09.14,29.0,,,https://league-one.jp/player/484587,日野レッドドルフィンズ (2022 - ),秋田工業高校,明治大学
Noah Tovio,ノア トヒオ,ノア トヒオ,FL/No8,日野レッドドルフィンズ（2025-26）,league-one,184.0,120.0,1999.02.05,27.0,,,https://league-one.jp/player/484589,日野レッドドルフィンズ (2022 - ),札幌山の手高校,東海大学
Makoto Tsuchiya,土屋 眞,土屋 眞,PR,日野レッドドルフィンズ（2025-26）,league-one,183.0,117.0,1990.02.23,35.0,,,https://league-one.jp/player/484596,日野自動車レッドドルフィンズ (2012 - ),東海大相模高校,東海大学
Ko Kojima,小島 昂,小島 昂,WTB,日野レッドドルフィンズ（2025-26）,league-one,185.0,90.0,1998.04.29,27.0,,,https://league-one.jp/player/484590,日野レッドドルフィンズ (2021 - ),明大中野高校,明治大学
Kuniya Sonoki,園木 邦弥,園木 邦弥,FL/No8,日野レッドドルフィンズ（2025-26）,league-one,175.0,96.0,1994.06.10,31.0,,,https://league-one.jp/player/484591,日野レッドドルフィンズ (2021 - ),中部大春日丘高校,帝京大学
Tomoya Otake,大竹 智也,大竹 智也,PR,マツダスカイアクティブズ広島（2025-26）,league-one,180.0,104.0,1993.04.02,32.0,,,https://league-one.jp/player/484654,マツダスカイアクティブズ広島 (2021 - ),広島工業高校,天理大学
Taisei Hiranuma,平沼 泰成,平沼 泰成,HO,マツダスカイアクティブズ広島（2025-26）,league-one,170.0,96.0,2002.03.18,23.0,,,https://league-one.jp/player/484621,マツダスカイアクティブズ広島 (2024 - ),中部大春日丘高校,近畿大学
Shota Takai,高井 翔太,高井 翔太,PR,レッドハリケーンズ大阪（2025-26）,league-one,171.0,105.0,2000.05.24,25.0,,,https://league-one.jp/player/484990,NTTドコモレッドハリケーンズ大阪 (2022 - ),常翔学園高校,帝京大学
Sam Caird,サム ケアート,サム ケアート,LO,横浜キヤノンイーグルス（2025-26）,league-one,202.0,117.0,1997.03.18,28.0,,,https://league-one.jp/player/484809,ワイカト (2016 - 2018) -> ノースランド (2018 - 2025) -> ワラターズ (2020 - 2021) -> ハイランダーズ (2021 - 2022) -> 花園近鉄ライナーズ (2022 - 2023) -> New England Free Jacks (2024 - 2025) -> 横浜キヤノンイーグルス (2025 - ),セントピーターズスクール,シドニー大学
Yuto Tokuda,徳田 悠人,徳田 悠人,PR,日野レッドドルフィンズ（2025-26）,league-one,176.0,107.0,1999.04.27,26.0,,,https://league-one.jp/player/484586,日野レッドドルフィンズ (2022 - ),東海大相模高校,東海大学
Tetta Shigematsu,繁松 哲大,繁松 哲大,FL/No8,浦安D-Rocks（2025-26）,league-one,178.0,94.0,1999.01.06,27.0,,,https://league-one.jp/player/483498,NTTドコモレッドハリケーンズ大阪 (2021 - 2022) -> 浦安D-Rocks (2022 - ),札幌山の手高校,明治大学
Siosifa Lisala,リサラ シオシファ,リサラ シオシファ,CTB,浦安D-Rocks（2025-26）,league-one,180.0,103.0,1994.02.02,32.0,,,https://league-one.jp/player/483496,豊田自動織機シャトルズ愛知 (2018 - 2020) -> ワラターズ (2019 - 2020) -> NTTドコモレッドハリケーンズ大阪 (2021 - 2022) -> 浦安D-Rocks (2022 - ),トンガカレッジ,花園大学
Taiki Yoshioka,吉岡 大貴,吉岡 大貴,PR,三重ホンダヒート（2025-26）,league-one,183.0,115.0,1995.09.02,30.0,,,https://league-one.jp/player/484704,三重ホンダヒート (2021 - ),日向高校,明治大学
Akihide Onogi,小野木 晃英,小野木 晃英,CTB,花園近鉄ライナーズ（2025-26）,league-one,171.0,84.0,1997.07.31,28.0,,,https://league-one.jp/player/484557,花園近鉄ライナーズ (2021 - ),大阪産業大学付属高校,東海大学
Takumi Ishimoto,石本 拓巳,石本 拓巳,FB,日野レッドドルフィンズ（2025-26）,league-one,179.0,82.0,2001.05.08,24.0,,,https://league-one.jp/player/484608,日野レッドドルフィンズ (2024 - ),日本体育大学荏原高校,東洋大学
Sora Torigoe,鳥越 空,鳥越 空,PR,日野レッドドルフィンズ（2025-26）,league-one,176.0,103.0,2001.12.27,24.0,,,https://league-one.jp/player/484609,日野レッドドルフィンズ (2024 - ),香椎工業高校,福岡大学
Keishin Iwamoto,岩本 圭伸,岩本 圭伸,FL/No8,マツダスカイアクティブズ広島（2025-26）,league-one,180.0,93.0,2003.01.08,23.0,,,https://league-one.jp/player/484610,マツダスカイアクティブズ広島 (2025 - ),常翔学園高校,近畿大学
Sekonaia Pole,セコナイア ホレ,セコナイア ホレ,PR,浦安D-Rocks（2025-26）,league-one,181.0,112.0,1995.04.02,30.0,,,https://league-one.jp/player/483516,オタゴ (2014 - 2019) -> ハイランダーズ (2016 - 2017) -> 浦安D-Rocks (2019 - ),Otago boys highschool,Wesleycollege
Shunta Nakamura,中村 駿太,中村 駿太,HO,横浜キヤノンイーグルス（2025-26）,league-one,176.0,100.0,1994.02.28,31.0,,,https://league-one.jp/player/484850,東京サントリーサンゴリアス (2021 - 2023) -> 横浜キヤノンイーグルス (2023 - ),桐蔭学園高校,明治大学
Takehito Ekawa,江川 剛人,江川 剛人,WTB,花園近鉄ライナーズ（2025-26）,league-one,183.0,88.0,2000.08.19,25.0,,,https://league-one.jp/player/484574,花園近鉄ライナーズ (2023 - ),桐蔭学園高校,立命館大学
KENTARO NAGATOMI,永富 健太郎,永富 健太郎,SO,ルリーロ福岡（2025-26）,league-one,183.0,83.0,1994.04.02,31.0,,,https://league-one.jp/player/484953,横浜キヤノンイーグルス (2021 - 2022) -> ルリーロ福岡 (2024 - ),修猷館高校,同志社大学
Hamdahn Tuipulotu,ハムタン トゥイフロトゥ,ハムタン トゥイフロトゥ,PR,トヨタヴェルブリッツ（2025-26）,league-one,182.0,125.0,2000.03.21,25.0,,,https://league-one.jp/player/484445,Western Sydney Two Blues (2020 - 2021) -> ワラターズ (2021 - 2022) -> オークランド (2021 - 2025) -> サウスランド (2022 - 2024) -> ブルーズ (2024 - 2025) -> トヨタヴェルブリッツ (2025 - ),セント・ピーターズ,カレッジ
Mark Telea,マーク テレア,マーク テレア,WTB,トヨタヴェルブリッツ（2025-26）,league-one,186.0,94.0,1996.12.06,29.0,,NZ代表(19),https://league-one.jp/player/484444,ノース・ハーバー (2018 - 2025) -> タスマン (2019 - 2021) -> ブルーズ (2019 - 2025) -> トヨタヴェルブリッツ (2025 - ),マッセーハイスクール,
Atsushi Minami,南 篤志,南 篤志,SH,日本製鉄釜石シーウェイブス（2025-26）,league-one,173.0,85.0,1993.08.06,32.0,,,https://league-one.jp/player/484504,日本製鉄釜石シーウェイブス (2021 - ),清真学園高校,慶應義塾大学
Takumi Yoshimoto,吉本 匠,吉本 匠,CTB,花園近鉄ライナーズ（2025-26）,league-one,171.0,84.0,1997.11.16,28.0,,,https://league-one.jp/player/484558,花園近鉄ライナーズ (2021 - ),常翔学園高校,立命館大学
Patrick Stehlin,ステイリン ハトリック,ステイリン ハトリック,CTB,花園近鉄ライナーズ（2025-26）,league-one,178.0,99.0,1992.12.15,33.0,,,https://league-one.jp/player/484559,花園近鉄ライナーズ (2021 - ),セント・トーマス・オブ・カンタベリー・カレッジ,拓殖大学
Yura Chinen,知念 優来,知念 優来,HO,レッドハリケーンズ大阪（2025-26）,league-one,171.0,98.0,2002.12.27,23.0,,,https://league-one.jp/player/484979,NTTドコモレッドハリケーンズ大阪 (2024 - ),常翔学園高校,帝京大学
Jui Nakamori,中森 樹生,中森 樹生,PR,清水建設江東ブルーシャークス（2025-26）,league-one,179.0,99.0,2002.04.14,23.0,,,https://league-one.jp/player/484211,清水建設江東ブルーシャークス (2025 - ),御所実業高校,立正大学
Naohiro Aso,麻生 尚宏,麻生 尚宏,PR,清水建設江東ブルーシャークス（2025-26）,league-one,182.0,112.0,2002.06.10,23.0,,,https://league-one.jp/player/484210,Shimizu Koto Blue Sharks (2025 - ),桐蔭学園高校,筑波大学
Yongchol Kim,金 勇哲,金 勇哲,HO,清水建設江東ブルーシャークス（2025-26）,league-one,174.0,98.0,2002.11.12,23.0,,,https://league-one.jp/player/484209,Shimizu Koto Blue Sharks (2025 - ),大阪朝鮮高校,明治大学
Lata Tangimana,ラタ タンキマナ,ラタ タンキマナ,PR,花園近鉄ライナーズ（2025-26）,league-one,183.0,119.0,1998.01.23,28.0,,,https://league-one.jp/player/484550,花園近鉄ライナーズ (2021 - ),トンガカレッジ,日本文理大学
Shannon Frizell,シャノン フリセル,シャノン フリセル,FL/No8,東芝ブレイブルーパス東京（2025-26）,league-one,195.0,114.0,1994.02.11,32.0,,NZ代表(33),https://league-one.jp/player/484383,Tasman Mako (2016 - 2023) -> Highlanders (2018 - 2023) -> Toshiba Brave Lupus Tokyo (2023 - ),'Apifo'ouCollege,
Shogo Nezuka,根塚 聖冴,根塚 聖冴,SH,三重ホンダヒート（2025-26）,league-one,163.0,72.0,1997.01.13,29.0,,,https://league-one.jp/player/484699,三重ホンダヒート (2021 - ),京都成章高校,法政大学
Seima Inaba,稲葉 聖馬,稲葉 聖馬,SH,リコーブラックラムズ東京（2025-26）,league-one,166.0,74.0,2002.01.27,24.0,,,https://league-one.jp/player/484908,BlackRams Tokyo (2024 - 2024) -> Hawke's Bay Magpies (2025 - ),御所実業高校,大東文化大学
Kazuhiro Kawata,河田 和大,河田 和大,PR,静岡ブルーレヴズ（2025-26）,league-one,172.0,103.0,1996.05.23,29.0,,,https://league-one.jp/player/484186,静岡ブルーレヴズ (2021 - ),深谷高校,拓殖大学
Uha Lee,李 優河,李 優河,PR,清水建設江東ブルーシャークス（2025-26）,league-one,179.0,114.0,2001.02.28,24.0,,,https://league-one.jp/player/484222,清水建設江東ブルーシャークス (2023 - ),大阪朝鮮高校,同志社大学
Takumi Inaba,稲場 巧,稲場 巧,PR,静岡ブルーレヴズ（2025-26）,league-one,175.0,110.0,2002.07.24,23.0,,,https://league-one.jp/player/484154,Shizuoka Blue Revs (2025 - ),近畿大学附属高校,近畿大学
Hayden Cripps,クリッフス ヘイテン,クリッフス ヘイテン,SO,清水建設江東ブルーシャークス（2025-26）,league-one,177.0,83.0,1990.10.30,35.0,,,https://league-one.jp/player/484215,タスマン (2011 - 2013) -> サンウルブズ (2016 - 2017) -> 日野レッドドルフィンズ (2017 - 2022) -> 浦安D-Rocks (2022 - 2024) -> 清水建設江東ブルーシャークス (2024 - ),Wellington college,Massey
Kanta Ogawa,小川 寛大,小川 寛大,PR,東京サントリーサンゴリアス（2025-26）,league-one,178.0,110.0,1998.11.29,27.0,,,https://league-one.jp/player/484302,JR西日本レイラーズ (2021 - 2023) -> 横浜キヤノンイーグルス (2023 - 2025) -> 東京サントリーサンゴリアス (2025 - ),伏見工業高校,流通経済大学
Yuchol Mun,文 裕徹,文 裕徹,PR,花園近鉄ライナーズ（2025-26）,league-one,180.0,110.0,1999.02.09,27.0,,,https://league-one.jp/player/484571,花園近鉄ライナーズ (2021 - ),大阪朝鮮高級学校,同志社大学
Jongchu Ryang,梁 正秋,梁 正秋,SH,トヨタヴェルブリッツ（2025-26）,league-one,171.0,76.0,1992.12.14,33.0,,,https://league-one.jp/player/484464,トヨタヴェルブリッツ (2021 - ),大阪朝鮮高校,京都産業大学
Mizuki Niura,二浦 瑞樹,二浦 瑞樹,SO,ヤクルトレビンズ戸田（2025-26）,league-one,167.0,76.0,1997.05.20,28.0,,,https://league-one.jp/player/484774,ヤクルトレビンズ戸田 (2024 - ),明大中野高校,明治大学
Daniel Perez,タニエル ヘレス,タニエル ヘレス,PR,埼玉パナソニックワイルドナイツ（2025-26）,league-one,185.0,108.0,1997.04.22,28.0,,,https://league-one.jp/player/484043,埼玉パナソニックワイルドナイツ (2021 - ),セントピーターズ,白鴎大学
Aki Kajihara,梶原 瑛,梶原 瑛,PR,クリタウォーターガッシュ昭島（2025-26）,league-one,178.0,107.0,1996.02.05,30.0,,,https://league-one.jp/player/483820,クリタウォーターガッシュ昭島 (2021 - ),日川高校,専修大学
Yoji Shiina,椎名 耀二,椎名 耀二,LO,クリタウォーターガッシュ昭島（2025-26）,league-one,180.0,97.0,2001.08.20,24.0,,,https://league-one.jp/player/483828,クリタウォーターガッシュ昭島 (2023 - ),幕張総合高校,東海大学
Masahiro Kitamura,北村 将大,北村 将大,SO,トヨタヴェルブリッツ（2025-26）,league-one,171.0,80.0,1998.08.29,27.0,,,https://league-one.jp/player/484462,トヨタヴェルブリッツ (2021 - ),御所実業高校,帝京大学
Takumi Fujii,藤井 拓海,藤井 拓海,PR,三重ホンダヒート（2025-26）,league-one,176.0,108.0,1995.09.02,30.0,,,https://league-one.jp/player/484706,三重ホンダヒート (2021 - ),東海大仰星高校,関西大学
Koushiro Shigenobu,重信 滉史郎,重信 滉史郎,PR,マツダスカイアクティブズ広島（2025-26）,league-one,175.0,100.0,1995.09.28,30.0,,,https://league-one.jp/player/484653,マツダスカイアクティブズ広島 (2021 - ),高鍋高校,朝日大学
Wihongi Connor,コナー ウィホンキ,コナー ウィホンキ,LO,三重ホンダヒート（2025-26）,league-one,200.0,116.0,1997.08.20,28.0,,,https://league-one.jp/player/484707,三重ホンダヒート (2023 - ),Auckland Grammar School,山梨学院大学
Issen Kano,嘉納 一千,嘉納 一千,SO,マツダスカイアクティブズ広島（2025-26）,league-one,177.0,84.0,2002.01.12,24.0,,,https://league-one.jp/player/484618,マツダスカイアクティブズ広島 (2024 - ),大阪桐蔭高校,同志社大学
Takehiro Nishimura,西村 雄大,西村 雄大,FL/No8,日野レッドドルフィンズ（2025-26）,league-one,184.0,104.0,1991.09.23,34.0,,,https://league-one.jp/player/484595,日野レッドドルフィンズ (2022 - ),高鍋高校,明治大学
Jumpei Tada,多田 潤平,多田 潤平,SH,ヤクルトレビンズ戸田（2025-26）,league-one,165.0,76.0,1990.09.05,35.0,,,https://league-one.jp/player/484772,Not Found,高鍋高校,明治大学
Ryu Suzuki,鈴木 龍,鈴木 龍,WTB,ヤクルトレビンズ戸田（2025-26）,league-one,183.0,84.0,2000.12.01,25.0,,,https://league-one.jp/player/484773,ヤクルトレビンズ戸田 (2024 - ),昌平高校,中央大学
Viliame Suwawa,ウィリアミ スワワ,ウィリアミ スワワ,CTB,豊田自動織機シャトルズ愛知（2025-26）,league-one,184.0,103.0,1998.01.18,28.0,,,https://league-one.jp/player/484438,豊田自動織機シャトルズ愛知 (2023 - ),スヴァグラマー,拓殖大学
Takuma Oyama,大山 卓真,大山 卓真,HO,豊田自動織機シャトルズ愛知（2025-26）,league-one,170.0,93.0,2001.12.25,24.0,,,https://league-one.jp/player/484441,Not Found,報徳学園高校,同志社大学
Chance Peni,チャンス ヘニ,チャンス ヘニ,WTB,豊田自動織機シャトルズ愛知（2025-26）,league-one,191.0,98.0,1994.01.17,32.0,,,https://league-one.jp/player/484440,ウェスタン・フォース (2016 - 2017) -> ブランビーズ (2017 - 2019) -> 日野レッドドルフィンズ (2019 - 2023) -> 豊田自動織機シャトルズ愛知 (2023 - ),サウスランドボーイズ,アランモアカソリックカレッジ
Ken Tonobe,戸野部 謙,戸野部 謙,CTB,豊田自動織機シャトルズ愛知（2025-26）,league-one,177.0,92.0,2000.07.01,25.0,,,https://league-one.jp/player/484437,豊田自動織機シャトルズ愛知 (2023 - ),岐阜工業高校,大東文化大学
Takuya Tsushida,津志田 卓哉,津志田 卓哉,PR,豊田自動織機シャトルズ愛知（2025-26）,league-one,182.0,110.0,1996.01.03,30.0,,,https://league-one.jp/player/484433,豊田自動織機シャトルズ愛知 (2021 - ),早稲田摂陵高校,東海大学
Taleni Seu,タレニ セウ,タレニ セウ,FL/No8,豊田自動織機シャトルズ愛知（2025-26）,league-one,201.0,119.0,1993.12.26,32.0,,Samoa (6),https://league-one.jp/player/484439,Chiefs (2016 - 2019) -> 豊田自動織機シャトルズ愛知 (2019 - 2023) -> New South Wales Waratahs (2023 - ),オネフンガ,
Kazuma Matsuda,松田 一真,松田 一真,HO,花園近鉄ライナーズ（2025-26）,league-one,172.0,94.0,1998.08.22,27.0,,,https://league-one.jp/player/484569,花園近鉄ライナーズ (2021 - ),常翔学園高校,流通経済大学
Sanaila Waqa,サナイラ ワクァ,サナイラ ワクァ,LO,花園近鉄ライナーズ（2025-26）,league-one,202.0,125.0,1995.07.17,30.0,,日本代表(10),https://league-one.jp/player/484568,NECグリーンロケッツ東葛 (2017 - 2020) -> 花園近鉄ライナーズ (2020 - ),ヘイスティングスボーイズ高高校,
Ryota Kono,河野 良太,河野 良太,FL/No8,日本製鉄釜石シーウェイブス（2025-26）,league-one,169.0,90.0,1995.12.07,30.0,,,https://league-one.jp/player/484506,日本製鉄釜石シーウェイブス (2021 - ),中部大春日丘高校,大東文化大学
Tomoki Yamaguchi,山口 知貴,山口 知貴,PR,豊田自動織機シャトルズ愛知（2025-26）,league-one,174.0,106.0,1994.09.28,31.0,,,https://league-one.jp/player/484432,豊田自動織機シャトルズ愛知 (2021 - ),天理高校,天理大学
Taiga Matsuoka,松岡 大河,松岡 大河,WTB,豊田自動織機シャトルズ愛知（2025-26）,league-one,171.0,80.0,2001.09.03,24.0,,,https://league-one.jp/player/484443,Not Found,東福岡高校,京都産業大学
Ryusei Kato,加藤 竜聖,加藤 竜聖,HO,トヨタヴェルブリッツ（2025-26）,league-one,178.0,101.0,1997.01.14,29.0,,,https://league-one.jp/player/484467,トヨタヴェルブリッツ (2019 - ),石見智翠館高校,東海大学
Cheng Chao Yi,鄭 兆毅,鄭 兆毅,FL/No8,豊田自動織機シャトルズ愛知（2025-26）,league-one,185.0,105.0,1999.11.24,26.0,,,https://league-one.jp/player/484442,Not Found,竹園高校,天理大学
Kenta Komura,小村 健太,小村 健太,FB,レッドハリケーンズ大阪（2025-26）,league-one,177.0,81.0,1999.12.20,26.0,,,https://league-one.jp/player/484984,Red Hurricanes Osaka (2022 - ),ハミルトンボーイズ,帝京大学
Ryosuke Kataoka,片岡 涼亮,片岡 涼亮,WTB,花園近鉄ライナーズ（2025-26）,league-one,172.0,83.0,1997.10.22,28.0,,,https://league-one.jp/player/484556,Hanazono Kintetsu Liners (2020 - ),流通経済大学付属柏高校,立命館大学
Taro Uesugi,上杉 太郎,上杉 太郎,PR,九州電力キューデンヴォルテクス（2025-26）,league-one,176.0,113.0,2001.12.30,24.0,,,https://league-one.jp/player/483729,九州電力キューデンヴォルテクス (2024 - ),熊本西高校,帝京大学
Tevita Ikanivere,テヒタ イカニウェレ,テヒタ イカニウェレ,HO,三重ホンダヒート（2025-26）,league-one,183.0,113.0,1999.09.06,26.0,,Fiji (8),https://league-one.jp/player/484668,Suva Rugby Union (2020 - 2021) -> フィジアン・ドゥルア (2021 - 2025) -> 三重ホンダヒート (2025 - ),ホーリー・トリニティ・アングリカン・スクール,
Yuki Miyazato,宮里 侑樹,宮里 侑樹,HO,三菱重工相模原ダイナボアーズ（2025-26）,league-one,178.0,105.0,1997.01.06,29.0,,,https://league-one.jp/player/484740,三菱重工相模原ダイナボアーズ (2021 - ),名護商工業高校,早稲田大学
Shumpei Matsuzawa,松澤 駿平,松澤 駿平,CTB,マツダスカイアクティブズ広島（2025-26）,league-one,178.0,88.0,2002.09.25,23.0,,,https://league-one.jp/player/484613,マツダスカイアクティブズ広島 (2025 - ),京都成章高校,帝京大学
Jun Morimoto,森本 潤,森本 潤,PR,三菱重工相模原ダイナボアーズ（2025-26）,league-one,175.0,115.0,1996.06.04,29.0,,,https://league-one.jp/player/484739,三菱重工相模原ダイナボアーズ (2021 - ),常翔啓光学園高校,日本大学
Mototsugu Hachiya,蜂谷 元紹,蜂谷 元紹,PR,三菱重工相模原ダイナボアーズ（2025-26）,league-one,180.0,115.0,1998.04.07,27.0,,,https://league-one.jp/player/484737,三菱重工相模原ダイナボアーズ (2022 - ),中部大春日丘高校,中京大学
Brodi Mccurran,マクカラン フロティ,マクカラン フロティ,FL/No8,リコーブラックラムズ東京（2025-26）,league-one,193.0,106.0,1994.05.24,31.0,,,https://league-one.jp/player/484874,コベルコ神戸スティーラーズ (2021 - 2022) -> リコーブラックラムズ東京 (2022 - ),ハミルトンボーイズ,帝京大学
Gen Mori,守 源,守 源,LO,ヤクルトレビンズ戸田（2025-26）,league-one,184.0,100.0,2000.07.19,25.0,,,https://league-one.jp/player/484803,ヤクルトレビンズ戸田 (2024 - ),立教新座高校,立教大学
Kei Ono,大野 敬,大野 敬,FL/No8,ヤクルトレビンズ戸田（2025-26）,league-one,173.0,90.0,2002.04.11,23.0,,,https://league-one.jp/player/484765,ヤクルトレビンズ戸田 (2025 - ),鹿児島実業高校,日本大学
Kota Iwamura,岩村 昂太,岩村 昂太,SH,三菱重工相模原ダイナボアーズ（2025-26）,league-one,182.0,87.0,1993.12.07,32.0,,,https://league-one.jp/player/484745,Toyota Verblitz (2016 - 2021) -> Mitsubishi Sagamihara Dynaboars (2021 - ),東福岡高校,同志社大学
Masataka Tsuruya,鶴谷 昌隆,鶴谷 昌隆,FL/No8,三菱重工相模原ダイナボアーズ（2025-26）,league-one,186.0,104.0,1990.10.18,35.0,,,https://league-one.jp/player/484744,三菱重工相模原ダイナボアーズ (2021 - ),青森北高校,筑波大学
Yusuke Sakamoto,坂本 侑翼,坂本 侑翼,FL/No8,三菱重工相模原ダイナボアーズ（2025-26）,league-one,176.0,96.0,1998.10.25,27.0,,,https://league-one.jp/player/484743,三菱重工相模原ダイナボアーズ (2021 - ),流通経済大学附属柏高校,流通経済大学
Kohki Sato,佐藤 弘樹,佐藤 弘樹,FL/No8,三菱重工相模原ダイナボアーズ（2025-26）,league-one,179.0,100.0,1995.07.22,30.0,,,https://league-one.jp/player/484742,三菱重工相模原ダイナボアーズ (2021 - ),青森北高校,札幌大学
