英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Isaia WALKER-LEAWERE,Isaia WALKER-LEAWERE,LO,Hurricanes,197,122,1997.04.16,,,,,A,0,https://all.rugby/player/isaia-walker-leawere,,Hurricanes (2017 - 2019) -> Hawke's Bay Magpies (2019 - 2019) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2020 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> North Harbour (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> North Harbour (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/isaia-walker-leawere,Hurricanes (2017 - 2019) -> Hawke's Bay Magpies (2019 - 2019) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2020 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> North Harbour (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> North Harbour (2025 - 2025) -> Hurricanes (2025 - 2026)
Tom ALLEN,Tom ALLEN,LO,Hurricanes,197,114,2004..,,,,,A,0,https://all.rugby/player/tom-allen,,Hawke's Bay Magpies (2022 - 2023) -> Hurricanes (2023 - 2024) -> Auckland (2024 - 2024) -> Hurricanes (2025 - 2025) -> Auckland (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/tom-allen,Hawke's Bay Magpies (2022 - 2023) -> Hurricanes (2023 - 2024) -> Auckland (2024 - 2024) -> Hurricanes (2025 - 2025) -> Auckland (2025 - 2025) -> Hurricanes (2025 - 2026)
Warner DEARNS,Warner DEARNS,LO,Hurricanes,202,124,2002.04.11,,,,,A,0,https://all.rugby/player/warner-dearns,,Toshiba Brave Lupus Tokyo (2021 - 2025) -> Hurricanes (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/warner-dearns,Toshiba Brave Lupus Tokyo (2021 - 2025) -> Hurricanes (2025 - 2026)
Arese POLIKO,Arese POLIKO,Back row,Hurricanes,190,115,2001.01.23,,,,,A,0,https://all.rugby/player/arese-poliko,,Southland Stags (2019 - 2022) -> Taranaki Bulls (2022 - 2024) -> Hurricanes (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Hurricanes (2025 - 2025) -> Taranaki Bulls (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/arese-poliko,Southland Stags (2019 - 2022) -> Taranaki Bulls (2022 - 2024) -> Hurricanes (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Hurricanes (2025 - 2025) -> Taranaki Bulls (2025 - 2025) -> Hurricanes (2025 - 2026)
Brad SHIELDS,Brad SHIELDS,Back row,Hurricanes,194,113,1991.04.02,,,,,A,0,https://all.rugby/player/brad-shields,,Hurricanes (2013 - 2018) -> Wasps (2018 - 2022) -> Union Sportive Arlequins Perpignanais (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Wasps (2023 - 2023) -> Union Sportive Arlequins Perpignanais (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/brad-shields,Hurricanes (2013 - 2018) -> Wasps (2018 - 2022) -> Union Sportive Arlequins Perpignanais (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Wasps (2023 - 2023) -> Union Sportive Arlequins Perpignanais (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026)
Brayden IOSE,Brayden IOSE,Back row,Hurricanes,188,109,1998.08.26,,,,,A,0,https://all.rugby/player/brayden-iose,,Manawatu Turbos (2016 - 2020) -> Hurricanes (2020 - 2020) -> Manawatu Turbos (2020 - 2020) -> Hurricanes (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Hurricanes (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Hurricanes (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Hurricanes (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/brayden-iose,Manawatu Turbos (2016 - 2020) -> Hurricanes (2020 - 2020) -> Manawatu Turbos (2020 - 2020) -> Hurricanes (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Hurricanes (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Hurricanes (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Hurricanes (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Hurricanes (2025 - 2026)
Devan FLANDERS,Devan FLANDERS,Back row,Hurricanes,193,108,1999.07.20,,,,,A,0,https://all.rugby/player/devan-flanders,,Hawke's Bay Magpies (2017 - 2019) -> Hurricanes (2019 - 2019) -> Hawke's Bay Magpies (2019 - 2019) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/devan-flanders,Hawke's Bay Magpies (2017 - 2019) -> Hurricanes (2019 - 2019) -> Hawke's Bay Magpies (2019 - 2019) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026)
Du'Plessis KIRIFI,Du'Plessis KIRIFI,Back row,Hurricanes,181,103,1997.03.03,,,,,A,0,https://all.rugby/player/du-plessis-kirifi,,Hurricanes (2018 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2026),New Zealand,New Zealand,https://all.rugby/player/du-plessis-kirifi,Hurricanes (2018 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2026)
Matolu PETAIA,Matolu PETAIA,Back row,Hurricanes,,,,,,,,A,0,https://all.rugby/player/matolu-petaia,,Wellington Lions (2023 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/matolu-petaia,Wellington Lions (2023 - 2025) -> Hurricanes (2025 - 2026)
Peter LAKAI,Peter LAKAI,Back row,Hurricanes,186,110,2003.03.04,,,,,A,0,https://all.rugby/player/peter-lakai,,Wellington Lions (2021 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/peter-lakai,Wellington Lions (2021 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026)
Cam ROIGARD,Cam ROIGARD,SH,Hurricanes,183,88,2000.11.16,,,,,A,0,https://all.rugby/player/cameron-roigard,,Counties Manukau Steelers (2019 - 2020) -> Hurricanes (2020 - 2020) -> Counties Manukau Steelers (2020 - 2020) -> Hurricanes (2021 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Hurricanes (2021 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Hurricanes (2022 - 2022) -> Counties Manukau Steelers (2022 - 2022) -> Hurricanes (2022 - 2023) -> Counties Manukau Steelers (2023 - 2023) -> Hurricanes (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Hurricanes (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Hurricanes (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/cameron-roigard,Counties Manukau Steelers (2019 - 2020) -> Hurricanes (2020 - 2020) -> Counties Manukau Steelers (2020 - 2020) -> Hurricanes (2021 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Hurricanes (2021 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Hurricanes (2022 - 2022) -> Counties Manukau Steelers (2022 - 2022) -> Hurricanes (2022 - 2023) -> Counties Manukau Steelers (2023 - 2023) -> Hurricanes (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Hurricanes (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Hurricanes (2025 - 2026)
Ere ENARI,Ere ENARI,SH,Hurricanes,178,84,1997.05.30,,,,,A,0,https://all.rugby/player/ereatara-enari,,Canterbury (2016 - 2016) -> Crusaders (2016 - 2016) -> Canterbury (2017 - 2017) -> Crusaders (2017 - 2019) -> Canterbury (2019 - 2019) -> Crusaders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Crusaders (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Moana Pasifika (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Moana Pasifika (2022 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/ereatara-enari,Canterbury (2016 - 2016) -> Crusaders (2016 - 2016) -> Canterbury (2017 - 2017) -> Crusaders (2017 - 2019) -> Canterbury (2019 - 2019) -> Crusaders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Crusaders (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Moana Pasifika (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Moana Pasifika (2022 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026)
Jordi VILJOEN,Jordi VILJOEN,SH,Hurricanes,169,76,2003.10.14,,,,,A,0,https://all.rugby/player/jordi-viljoen,,Manawatu Turbos (2022 - 2023) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/jordi-viljoen,Manawatu Turbos (2022 - 2023) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Hurricanes (2025 - 2026)
Brett CAMERON,Brett CAMERON,SO,Hurricanes,175,84,1996.10.04,,,,,A,0,https://all.rugby/player/brett-cameron,,Crusaders (2017 - 2019) -> Canterbury (2019 - 2019) -> Crusaders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2020 - 2020) -> Manawatu Turbos (2020 - 2020) -> Crusaders (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Kamaishi Seawaves (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Kamaishi Seawaves (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Hurricanes (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Hurricanes (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/brett-cameron,Crusaders (2017 - 2019) -> Canterbury (2019 - 2019) -> Crusaders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2020 - 2020) -> Manawatu Turbos (2020 - 2020) -> Crusaders (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Kamaishi Seawaves (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Kamaishi Seawaves (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Hurricanes (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2023 - 2023) -> Manawatu Turbos (2023 - 2023) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Hurricanes (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Hurricanes (2025 - 2026)
Callum HARKIN,Callum HARKIN,SO,Hurricanes,184,90,1999.04.08,,,,,A,0,https://all.rugby/player/callum-harkin,,Wellington Lions (2023 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/callum-harkin,Wellington Lions (2023 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026)
Harry GODFREY,Harry GODFREY,SO,Hurricanes,176,88,2003.01.03,,,,,A,0,https://all.rugby/player/harry-godfrey,,Hawke's Bay Magpies (2020 - 2022) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/harry-godfrey,Hawke's Bay Magpies (2020 - 2022) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026)
Lucas CASHMORE,Lucas CASHMORE,SO,Hurricanes,177,86,2002.08.25,,,,,A,0,https://all.rugby/player/lucas-cashmore,,Bay of Plenty Steamers (2020 - 2023) -> Blues (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Blues (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/lucas-cashmore,Bay of Plenty Steamers (2020 - 2023) -> Blues (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Blues (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Hurricanes (2025 - 2026)
Bailyn SULLIVAN,Bailyn SULLIVAN,CTB,Hurricanes,187,103,1998.09.03,,,,,A,0,https://all.rugby/player/bailyn-sullivan,,Chiefs (2017 - 2019) -> Waikato Mooloos (2019 - 2019) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Hurricanes (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Hurricanes (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Hurricanes (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Hurricanes (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Hurricanes (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Hurricanes (2024 - 2024) -> Waikato Mooloos (2024 - 2024) -> Hurricanes (2024 - 2024) -> Waikato Mooloos (2024 - 2024) -> Hurricanes (2025 - 2025) -> Waikato Mooloos (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/bailyn-sullivan,Chiefs (2017 - 2019) -> Waikato Mooloos (2019 - 2019) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Hurricanes (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Hurricanes (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Hurricanes (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Hurricanes (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Hurricanes (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Hurricanes (2024 - 2024) -> Waikato Mooloos (2024 - 2024) -> Hurricanes (2024 - 2024) -> Waikato Mooloos (2024 - 2024) -> Hurricanes (2025 - 2025) -> Waikato Mooloos (2025 - 2025) -> Hurricanes (2025 - 2026)
Billy PROCTOR,Billy PROCTOR,CTB,Hurricanes,187,98,1999.05.14,,,,,A,0,https://all.rugby/player/billy-proctor,,Hurricanes (2018 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2026),New Zealand,New Zealand,https://all.rugby/player/billy-proctor,Hurricanes (2018 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2026)
Fehi FINEANGANOFO,Fehi FINEANGANOFO,CTB,Hurricanes,186,105,2002.08.31,,,,,A,0,https://all.rugby/player/fehi-fineanganofo,,Bay of Plenty Steamers (2022 - 2024) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/fehi-fineanganofo,Bay of Plenty Steamers (2022 - 2024) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Hurricanes (2025 - 2026)
Jone ROVA,Jone ROVA,CTB,Hurricanes,185,96,2002.12.07,,,,,A,0,https://all.rugby/player/jone-rova,,Canterbury (2021 - 2023) -> Crusaders (2023 - 2023) -> Canterbury (2023 - 2023) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2024) -> Hurricanes (2024 - 2024) -> Canterbury (2024 - 2024) -> Hurricanes (2025 - 2025) -> Canterbury (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/jone-rova,Canterbury (2021 - 2023) -> Crusaders (2023 - 2023) -> Canterbury (2023 - 2023) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2024) -> Hurricanes (2024 - 2024) -> Canterbury (2024 - 2024) -> Hurricanes (2025 - 2025) -> Canterbury (2025 - 2025) -> Hurricanes (2025 - 2026)
Jordie BARRETT,Jordie BARRETT,CTB,Hurricanes,196,102,1997.02.17,,,,,A,0,https://all.rugby/player/jordie-barrett,,Hurricanes (2016 - 2019) -> Taranaki Bulls (2019 - 2019) -> Hurricanes (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Hurricanes (2020 - 2024) -> Leinster Rugby (2024 - 2025) -> Hurricanes (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/jordie-barrett,Hurricanes (2016 - 2019) -> Taranaki Bulls (2019 - 2019) -> Hurricanes (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Hurricanes (2020 - 2024) -> Leinster Rugby (2024 - 2025) -> Hurricanes (2025 - 2026)
