英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Jérémy SINZELLE,Jérémy SINZELLE,CTB,トゥーロン,184,98,1990.07.02,,,,Rugby Nice Côte d'Azur Université Racing (2003 - 2006) -> Rugby Club Toulonnais (2006 - 2012) -> Stade Français Paris Rugby (2012 - 2017) -> Stade Rochelais (2017 - 2022) -> Rugby Club Toulonnais (2022 - 2026),A,0,https://all.rugby/player/jeremy-sinzelle,,Rugby Nice Côte d'Azur Université Racing (2003 - 2006) -> Rugby Club Toulonnais (2006 - 2012) -> Stade Français Paris Rugby (2012 - 2017) -> Stade Rochelais (2017 - 2022) -> Rugby Club Toulonnais (2022 - 2026),,,https://all.rugby/player/jeremy-sinzelle,Rugby Nice Côte d'Azur Université Racing (2003 - 2006) -> Rugby Club Toulonnais (2006 - 2012) -> Stade Français Paris Rugby (2012 - 2017) -> Stade Rochelais (2017 - 2022) -> Rugby Club Toulonnais (2022 - 2026)
Ma'a NONU,Ma'a NONU,CTB,トゥーロン,182,108,1982.05.21,,,,Hurricanes (2002 - 2011) -> Blues (2011 - 2012) -> Highlanders (2012 - 2013) -> Blues (2013 - 2014) -> Hurricanes (2014 - 2015) -> Rugby Club Toulonnais (2015 - 2018) -> Blues (2018 - 2019) -> San Diego Legion (2019 - 2020) -> Rugby Club Toulonnais (2020 - 2021) -> San Diego Legion (2021 - 2024) -> Rugby Club Toulonnais (2024 - 2026),A,0,https://all.rugby/player/ma-a-nonu,,Hurricanes (2002 - 2011) -> Blues (2011 - 2012) -> Highlanders (2012 - 2013) -> Blues (2013 - 2014) -> Hurricanes (2014 - 2015) -> Rugby Club Toulonnais (2015 - 2018) -> Blues (2018 - 2019) -> San Diego Legion (2019 - 2020) -> Rugby Club Toulonnais (2020 - 2021) -> San Diego Legion (2021 - 2024) -> Rugby Club Toulonnais (2024 - 2026),New Zealand,New Zealand,https://all.rugby/player/ma-a-nonu,Hurricanes (2002 - 2011) -> Blues (2011 - 2012) -> Highlanders (2012 - 2013) -> Blues (2013 - 2014) -> Hurricanes (2014 - 2015) -> Rugby Club Toulonnais (2015 - 2018) -> Blues (2018 - 2019) -> San Diego Legion (2019 - 2020) -> Rugby Club Toulonnais (2020 - 2021) -> San Diego Legion (2021 - 2024) -> Rugby Club Toulonnais (2024 - 2026)
Mathieu SMAÏLI,Mathieu SMAÏLI,CTB,トゥーロン,180,88,1999.08.30,,,,RC Hyères Carqueiranne La Crau (2006 - 2010) -> Rugby Club Toulonnais (2010 - 2020) -> Stade Montois Rugby Pro (2020 - 2021) -> Rugby Club Toulonnais (2021 - 2026),A,0,https://all.rugby/player/mathieu-smaili,,RC Hyères Carqueiranne La Crau (2006 - 2010) -> Rugby Club Toulonnais (2010 - 2020) -> Stade Montois Rugby Pro (2020 - 2021) -> Rugby Club Toulonnais (2021 - 2026),,,https://all.rugby/player/mathieu-smaili,RC Hyères Carqueiranne La Crau (2006 - 2010) -> Rugby Club Toulonnais (2010 - 2020) -> Stade Montois Rugby Pro (2020 - 2021) -> Rugby Club Toulonnais (2021 - 2026)
Oliver COWIE,Oliver COWIE,CTB,トゥーロン,193,95,//2005,,,,Club du Golfe (2013 - 2020) -> Rugby Club Toulonnais (2020 - 2026),A,0,https://all.rugby/player/oliver-cowie,,Club du Golfe (2013 - 2020) -> Rugby Club Toulonnais (2020 - 2026),,,https://all.rugby/player/oliver-cowie,Club du Golfe (2013 - 2020) -> Rugby Club Toulonnais (2020 - 2026)
Rayan REBBADJ,Rayan REBBADJ,CTB,トゥーロン,190,100,1999.08.15,,,,RC Port-de-Bouc (2011 - 2018) -> Rugby Club Toulonnais (2018 - 2026),A,0,https://all.rugby/player/rayan-rebbadj,,RC Port-de-Bouc (2011 - 2018) -> Rugby Club Toulonnais (2018 - 2026),,,https://all.rugby/player/rayan-rebbadj,RC Port-de-Bouc (2011 - 2018) -> Rugby Club Toulonnais (2018 - 2026)
Setariki TUICUVU,Setariki TUICUVU,CTB,トゥーロン,179,95,1995.09.07,,,,ASM Clermont Auvergne (2015 - 2019) -> Aviron Bayonnais (2019 - 2019) -> ASM Clermont Auvergne (2020 - 2020) -> Aviron Bayonnais (2020 - 2020) -> CA Brive Corrèze Limousin (2020 - 2023) -> Rugby Club Toulonnais (2023 - 2026),A,0,https://all.rugby/player/setariki-tuicuvu,,ASM Clermont Auvergne (2015 - 2019) -> Aviron Bayonnais (2019 - 2019) -> ASM Clermont Auvergne (2020 - 2020) -> Aviron Bayonnais (2020 - 2020) -> CA Brive Corrèze Limousin (2020 - 2023) -> Rugby Club Toulonnais (2023 - 2026),Fiji,Fiji,https://all.rugby/player/setariki-tuicuvu,ASM Clermont Auvergne (2015 - 2019) -> Aviron Bayonnais (2019 - 2019) -> ASM Clermont Auvergne (2020 - 2020) -> Aviron Bayonnais (2020 - 2020) -> CA Brive Corrèze Limousin (2020 - 2023) -> Rugby Club Toulonnais (2023 - 2026)
Gabin VILLIÈRE,Gabin VILLIÈRE,WTB,トゥーロン,180,93,1995.12.13,,,,RC Vire (2004 - 2013) -> Rouen Normandie Rugby (2013 - 2019) -> Rugby Club Toulonnais (2019 - 2026),A,0,https://all.rugby/player/gabin-villiere,,RC Vire (2004 - 2013) -> Rouen Normandie Rugby (2013 - 2019) -> Rugby Club Toulonnais (2019 - 2026),France,France,https://all.rugby/player/gabin-villiere,RC Vire (2004 - 2013) -> Rouen Normandie Rugby (2013 - 2019) -> Rugby Club Toulonnais (2019 - 2026)
Gaël DRÉAN,Gaël DRÉAN,WTB,トゥーロン,184,84,2000.10.22,,,,Rugby Ovalie Lorient (2008 - 2019) -> Plouzané (2019 - 2020) -> Rennes Etudiants Club (2020 - 2022) -> Rugby Club Toulonnais (2022 - 2026),A,0,https://all.rugby/player/gael-drean,,Rugby Ovalie Lorient (2008 - 2019) -> Plouzané (2019 - 2020) -> Rennes Etudiants Club (2020 - 2022) -> Rugby Club Toulonnais (2022 - 2026),,,https://all.rugby/player/gael-drean,Rugby Ovalie Lorient (2008 - 2019) -> Plouzané (2019 - 2020) -> Rennes Etudiants Club (2020 - 2022) -> Rugby Club Toulonnais (2022 - 2026)
Marius DOMON,Marius DOMON,FB,トゥーロン,183,85,2002.06.13,,,,Barracudas de Saint-Barthélémy (2008 - 2016) -> RC du Levant (2016 - 2017) -> Rugby Club Toulonnais (2017 - 2026),A,0,https://all.rugby/player/marius-domon,,Barracudas de Saint-Barthélémy (2008 - 2016) -> RC du Levant (2016 - 2017) -> Rugby Club Toulonnais (2017 - 2026),,,https://all.rugby/player/marius-domon,Barracudas de Saint-Barthélémy (2008 - 2016) -> RC du Levant (2016 - 2017) -> Rugby Club Toulonnais (2017 - 2026)
Mathis FERTÉ,Mathis FERTÉ,FB,トゥーロン,172,77,2004.02.02,,,,US Luzechoise (2008 - 2014) -> Cahors (2014 - 2018) -> CA Brive Corrèze Limousin (2018 - 2025) -> Rugby Club Toulonnais (2025 - 2026),A,0,https://all.rugby/player/mathis-ferte,,US Luzechoise (2008 - 2014) -> Cahors (2014 - 2018) -> CA Brive Corrèze Limousin (2018 - 2025) -> Rugby Club Toulonnais (2025 - 2026),,,https://all.rugby/player/mathis-ferte,US Luzechoise (2008 - 2014) -> Cahors (2014 - 2018) -> CA Brive Corrèze Limousin (2018 - 2025) -> Rugby Club Toulonnais (2025 - 2026)
Melvyn JAMINET,Melvyn JAMINET,FB,トゥーロン,180,85,1999.06.30,,,,Rugby Club Toulonnais (2005 - 2015) -> RC Vallée du Gapeau (2015 - 2016) -> RC Hyères Carqueiranne La Crau (2016 - 2018) -> Union Sportive Arlequins Perpignanais (2018 - 2022) -> Stade Toulousain (2022 - 2023) -> Rugby Club Toulonnais (2023 - 2023) -> Stade Toulousain (2024 - 2024) -> Rugby Club Toulonnais (2024 - 2026),A,0,https://all.rugby/player/melvyn-jaminet,,Rugby Club Toulonnais (2005 - 2015) -> RC Vallée du Gapeau (2015 - 2016) -> RC Hyères Carqueiranne La Crau (2016 - 2018) -> Union Sportive Arlequins Perpignanais (2018 - 2022) -> Stade Toulousain (2022 - 2023) -> Rugby Club Toulonnais (2023 - 2023) -> Stade Toulousain (2024 - 2024) -> Rugby Club Toulonnais (2024 - 2026),France,France,https://all.rugby/player/melvyn-jaminet,Rugby Club Toulonnais (2005 - 2015) -> RC Vallée du Gapeau (2015 - 2016) -> RC Hyères Carqueiranne La Crau (2016 - 2018) -> Union Sportive Arlequins Perpignanais (2018 - 2022) -> Stade Toulousain (2022 - 2023) -> Rugby Club Toulonnais (2023 - 2023) -> Stade Toulousain (2024 - 2024) -> Rugby Club Toulonnais (2024 - 2026)
Aleksandre KUNTELIA,Aleksandre KUNTELIA,PR,ラ・ロシェル,197,135,2002.06.26,,,,Lelo Saracens Tbilissi (2015 - 2021) -> Stade Rochelais (2021 - 2026),A,0,https://all.rugby/player/aleksandre-kuntelia,,Lelo Saracens Tbilissi (2015 - 2021) -> Stade Rochelais (2021 - 2026),,,https://all.rugby/player/aleksandre-kuntelia,Lelo Saracens Tbilissi (2015 - 2021) -> Stade Rochelais (2021 - 2026)
Alexandre KADDOURI,Alexandre KADDOURI,PR,ラ・ロシェル,189,114,2003.12.12,,,,Saint-Jean d'Angély (2009 - 2012) -> S.A Rochefort Rugby (2012 - 2013) -> Stade Rochelais (2013 - 2026),A,0,https://all.rugby/player/alexandre-kaddouri,,Saint-Jean d'Angély (2009 - 2012) -> S.A Rochefort Rugby (2012 - 2013) -> Stade Rochelais (2013 - 2026),,,https://all.rugby/player/alexandre-kaddouri,Saint-Jean d'Angély (2009 - 2012) -> S.A Rochefort Rugby (2012 - 2013) -> Stade Rochelais (2013 - 2026)
Gael GALVÁN,Gael GALVÁN,PR,ラ・ロシェル,191,150,//2005,,,,Pucará (2023 - 2023) -> Pampas XV (2023 - 2023) -> Pucará (2024 - 2024) -> Pampas XV (2024 - 2024) -> Pucará (2024 - 2025) -> Stade Rochelais (2025 - 2026),A,0,https://all.rugby/player/gael-galvan,,Pucará (2023 - 2023) -> Pampas XV (2023 - 2023) -> Pucará (2024 - 2024) -> Pampas XV (2024 - 2024) -> Pucará (2024 - 2025) -> Stade Rochelais (2025 - 2026),,,https://all.rugby/player/gael-galvan,Pucará (2023 - 2023) -> Pampas XV (2023 - 2023) -> Pucará (2024 - 2024) -> Pampas XV (2024 - 2024) -> Pucará (2024 - 2025) -> Stade Rochelais (2025 - 2026)
Joel SCLAVI,Joel SCLAVI,PR,ラ・ロシェル,190,139,1994.06.25,,,,Bizkaia Gernika RT (2015 - 2016) -> Section Paloise Béarn Pyrénées (2016 - 2017) -> Soyaux-Angoulême XV Charente (2017 - 2019) -> Sporting Union Agenais (2019 - 2019) -> Jaguares (2019 - 2019) -> Sporting Union Agenais (2020 - 2020) -> Jaguares (2020 - 2020) -> Jaguares XV (2020 - 2021) -> Stade Rochelais (2021 - 2026),A,0,https://all.rugby/player/joel-sclavi,,Bizkaia Gernika RT (2015 - 2016) -> Section Paloise Béarn Pyrénées (2016 - 2017) -> Soyaux-Angoulême XV Charente (2017 - 2019) -> Sporting Union Agenais (2019 - 2019) -> Jaguares (2019 - 2019) -> Sporting Union Agenais (2020 - 2020) -> Jaguares (2020 - 2020) -> Jaguares XV (2020 - 2021) -> Stade Rochelais (2021 - 2026),,,https://all.rugby/player/joel-sclavi,Bizkaia Gernika RT (2015 - 2016) -> Section Paloise Béarn Pyrénées (2016 - 2017) -> Soyaux-Angoulême XV Charente (2017 - 2019) -> Sporting Union Agenais (2019 - 2019) -> Jaguares (2019 - 2019) -> Sporting Union Agenais (2020 - 2020) -> Jaguares (2020 - 2020) -> Jaguares XV (2020 - 2021) -> Stade Rochelais (2021 - 2026)
Karl SORIN,Karl SORIN,PR,ラ・ロシェル,186,135,2003.08.07,,,,Rugby Olympique Choletais (2015 - 2018) -> Stade Rochelais (2018 - 2024) -> Soyaux-Angoulême XV Charente (2024 - 2024) -> Stade Rochelais (2024 - 2024) -> Soyaux-Angoulême XV Charente (2025 - 2025) -> Stade Rochelais (2025 - 2026),A,0,https://all.rugby/player/karl-sorin,,Rugby Olympique Choletais (2015 - 2018) -> Stade Rochelais (2018 - 2024) -> Soyaux-Angoulême XV Charente (2024 - 2024) -> Stade Rochelais (2024 - 2024) -> Soyaux-Angoulême XV Charente (2025 - 2025) -> Stade Rochelais (2025 - 2026),,,https://all.rugby/player/karl-sorin,Rugby Olympique Choletais (2015 - 2018) -> Stade Rochelais (2018 - 2024) -> Soyaux-Angoulême XV Charente (2024 - 2024) -> Stade Rochelais (2024 - 2024) -> Soyaux-Angoulême XV Charente (2025 - 2025) -> Stade Rochelais (2025 - 2026)
Louis PENVERNE,Louis PENVERNE,PR,ラ・ロシェル,187,111,2003.03.22,,,,Rugby Ovalie Lorient (2011 - 2020) -> Rugby Club Vannes (2020 - 2021) -> Stade Rochelais (2021 - 2026),A,0,https://all.rugby/player/louis-penverne,,Rugby Ovalie Lorient (2011 - 2020) -> Rugby Club Vannes (2020 - 2021) -> Stade Rochelais (2021 - 2026),,,https://all.rugby/player/louis-penverne,Rugby Ovalie Lorient (2011 - 2020) -> Rugby Club Vannes (2020 - 2021) -> Stade Rochelais (2021 - 2026)
Reda WARDI,Reda WARDI,PR,ラ・ロシェル,185,111,1995.08.02,,,,Montpellier Hérault Rugby (2007 - 2015) -> Association Sportive Béziers Hérault (2015 - 2019) -> Stade Rochelais (2019 - 2026),A,0,https://all.rugby/player/reda-wardi,,Montpellier Hérault Rugby (2007 - 2015) -> Association Sportive Béziers Hérault (2015 - 2019) -> Stade Rochelais (2019 - 2026),,,https://all.rugby/player/reda-wardi,Montpellier Hérault Rugby (2007 - 2015) -> Association Sportive Béziers Hérault (2015 - 2019) -> Stade Rochelais (2019 - 2026)
Nika SUTIDZE,Nika SUTIDZE,HO,ラ・ロシェル,180,104,2003.09.01,,,,Lelo Saracens Tbilissi (2021 - 2021) -> Stade Rochelais (2021 - 2021) -> Lelo Saracens Tbilissi (2022 - 2022) -> Stade Rochelais (2022 - 2026),A,0,https://all.rugby/player/nika-sutidze,,Lelo Saracens Tbilissi (2021 - 2021) -> Stade Rochelais (2021 - 2021) -> Lelo Saracens Tbilissi (2022 - 2022) -> Stade Rochelais (2022 - 2026),,,https://all.rugby/player/nika-sutidze,Lelo Saracens Tbilissi (2021 - 2021) -> Stade Rochelais (2021 - 2021) -> Lelo Saracens Tbilissi (2022 - 2022) -> Stade Rochelais (2022 - 2026)
Pierre BOURGARIT,Pierre BOURGARIT,HO,ラ・ロシェル,184,105,1997.09.12,,,,ES Gimont Rugby (2008 - 2015) -> Rugby Club Auch (2015 - 2017) -> Stade Rochelais (2017 - 2026),A,0,https://all.rugby/player/pierre-bourgarit,,ES Gimont Rugby (2008 - 2015) -> Rugby Club Auch (2015 - 2017) -> Stade Rochelais (2017 - 2026),France,France,https://all.rugby/player/pierre-bourgarit,ES Gimont Rugby (2008 - 2015) -> Rugby Club Auch (2015 - 2017) -> Stade Rochelais (2017 - 2026)
Quentin LESPIAUCQ,Quentin LESPIAUCQ,HO,ラ・ロシェル,180,102,1995.02.16,,,,Mugron (2004 - 2010) -> US Dax Rugby Landes (2010 - 2015) -> Section Paloise Béarn Pyrénées (2015 - 2022) -> Stade Rochelais (2022 - 2026),A,0,https://all.rugby/player/quentin-lespiaucq,,Mugron (2004 - 2010) -> US Dax Rugby Landes (2010 - 2015) -> Section Paloise Béarn Pyrénées (2015 - 2022) -> Stade Rochelais (2022 - 2026),,,https://all.rugby/player/quentin-lespiaucq,Mugron (2004 - 2010) -> US Dax Rugby Landes (2010 - 2015) -> Section Paloise Béarn Pyrénées (2015 - 2022) -> Stade Rochelais (2022 - 2026)
Tolu LATU,Tolu LATU,HO,ラ・ロシェル,180,117,1993.02.23,,,,New South Wales Waratahs (2013 - 2019) -> Stade Français Paris Rugby (2019 - 2022) -> New South Wales Waratahs (2022 - 2023) -> Montpellier Hérault Rugby (2023 - 2023) -> Stade Rochelais (2023 - 2023) -> Montpellier Hérault Rugby (2024 - 2024) -> Stade Rochelais (2024 - 2026),A,0,https://all.rugby/player/tolu-latu,,New South Wales Waratahs (2013 - 2019) -> Stade Français Paris Rugby (2019 - 2022) -> New South Wales Waratahs (2022 - 2023) -> Montpellier Hérault Rugby (2023 - 2023) -> Stade Rochelais (2023 - 2023) -> Montpellier Hérault Rugby (2024 - 2024) -> Stade Rochelais (2024 - 2026),Tonga,Tonga,https://all.rugby/player/tolu-latu,New South Wales Waratahs (2013 - 2019) -> Stade Français Paris Rugby (2019 - 2022) -> New South Wales Waratahs (2022 - 2023) -> Montpellier Hérault Rugby (2023 - 2023) -> Stade Rochelais (2023 - 2023) -> Montpellier Hérault Rugby (2024 - 2024) -> Stade Rochelais (2024 - 2026)
Charles KANTÉ-SAMBA,Charles KANTÉ-SAMBA,LO,ラ・ロシェル,200,115,//2005,,,,Niort RC (2011 - 2021) -> Stade Rochelais (2021 - 2026),A,0,https://all.rugby/player/charles-kante-samba,,Niort RC (2011 - 2021) -> Stade Rochelais (2021 - 2026),,,https://all.rugby/player/charles-kante-samba,Niort RC (2011 - 2021) -> Stade Rochelais (2021 - 2026)
Kane DOUGLAS,Kane DOUGLAS,LO,ラ・ロシェル,202,123,1989.06.01,,,,New South Wales Waratahs (2009 - 2014) -> Leinster Rugby (2014 - 2015) -> Queensland Reds (2015 - 2018) -> Union Bordeaux-Bègles (2018 - 2024) -> Stade Rochelais (2024 - 2026),A,0,https://all.rugby/player/kane-douglas,,New South Wales Waratahs (2009 - 2014) -> Leinster Rugby (2014 - 2015) -> Queensland Reds (2015 - 2018) -> Union Bordeaux-Bègles (2018 - 2024) -> Stade Rochelais (2024 - 2026),Australia,Australia,https://all.rugby/player/kane-douglas,New South Wales Waratahs (2009 - 2014) -> Leinster Rugby (2014 - 2015) -> Queensland Reds (2015 - 2018) -> Union Bordeaux-Bègles (2018 - 2024) -> Stade Rochelais (2024 - 2026)
Thomas LAVAULT,Thomas LAVAULT,LO,ラ・ロシェル,199,108,1999.05.03,,,,US Thouars (2011 - 2016) -> Stade Rochelais (2016 - 2026),A,0,https://all.rugby/player/thomas-lavault,,US Thouars (2011 - 2016) -> Stade Rochelais (2016 - 2026),,,https://all.rugby/player/thomas-lavault,US Thouars (2011 - 2016) -> Stade Rochelais (2016 - 2026)
Ultan DILLANE,Ultan DILLANE,LO,ラ・ロシェル,198,115,1993.11.09,,,,Connacht Rugby (2014 - 2022) -> Stade Rochelais (2022 - 2026),A,0,https://all.rugby/player/ultan-dillane,,Connacht Rugby (2014 - 2022) -> Stade Rochelais (2022 - 2026),Ireland,Ireland,https://all.rugby/player/ultan-dillane,Connacht Rugby (2014 - 2022) -> Stade Rochelais (2022 - 2026)
Will SKELTON,Will SKELTON,LO,ラ・ロシェル,202,145,1992.05.03,,,,New South Wales Waratahs (2013 - 2016) -> Saracens (2016 - 2016) -> New South Wales Waratahs (2016 - 2016) -> Saracens (2017 - 2017) -> New South Wales Waratahs (2017 - 2017) -> Saracens (2017 - 2020) -> Stade Rochelais (2020 - 2026),A,0,https://all.rugby/player/will-skelton,,New South Wales Waratahs (2013 - 2016) -> Saracens (2016 - 2016) -> New South Wales Waratahs (2016 - 2016) -> Saracens (2017 - 2017) -> New South Wales Waratahs (2017 - 2017) -> Saracens (2017 - 2020) -> Stade Rochelais (2020 - 2026),New Zealand,New Zealand,https://all.rugby/player/will-skelton,New South Wales Waratahs (2013 - 2016) -> Saracens (2016 - 2016) -> New South Wales Waratahs (2016 - 2016) -> Saracens (2017 - 2017) -> New South Wales Waratahs (2017 - 2017) -> Saracens (2017 - 2020) -> Stade Rochelais (2020 - 2026)
Greg ALLDRITT,Greg ALLDRITT,FL/NO8,ラ・ロシェル,191,114,1997.03.23,,,,SA Condom Rugby (2004 - 2008) -> Rugby Club Auch (2008 - 2017) -> Stade Rochelais (2017 - 2026),A,0,https://all.rugby/player/greg-alldritt,,SA Condom Rugby (2004 - 2008) -> Rugby Club Auch (2008 - 2017) -> Stade Rochelais (2017 - 2026),France,France,https://all.rugby/player/greg-alldritt,SA Condom Rugby (2004 - 2008) -> Rugby Club Auch (2008 - 2017) -> Stade Rochelais (2017 - 2026)
Judicaël CANCORIET,Judicaël CANCORIET,FL/NO8,ラ・ロシェル,194,116,1996.04.25,,,,AAS Sarcelles Rugby (2005 - 2011) -> Rugby Club Massy Essonne (2011 - 2015) -> ASM Clermont Auvergne (2015 - 2023) -> Stade Rochelais (2023 - 2026),A,0,https://all.rugby/player/judicael-cancoriet,,AAS Sarcelles Rugby (2005 - 2011) -> Rugby Club Massy Essonne (2011 - 2015) -> ASM Clermont Auvergne (2015 - 2023) -> Stade Rochelais (2023 - 2026),France,France,https://all.rugby/player/judicael-cancoriet,AAS Sarcelles Rugby (2005 - 2011) -> Rugby Club Massy Essonne (2011 - 2015) -> ASM Clermont Auvergne (2015 - 2023) -> Stade Rochelais (2023 - 2026)
Levani BOTIA,Levani BOTIA,FL/NO8,ラ・ロシェル,182,103,1989.03.14,,,,Stade Rochelais (2013 - 2026),A,0,https://all.rugby/player/levani-botia,,Stade Rochelais (2013 - 2026),Fiji,Fiji,https://all.rugby/player/levani-botia,Stade Rochelais (2013 - 2026)
Lucas ANDJISSERAMATCHI,Lucas ANDJISSERAMATCHI,FL/NO8,ラ・ロシェル,187,105,//2006,,,,Rugby Club Massy Essonne (2014 - 2024) -> Stade Rochelais (2024 - 2026),A,0,https://all.rugby/player/lucas-andjisseramatchi,,Rugby Club Massy Essonne (2014 - 2024) -> Stade Rochelais (2024 - 2026),,,https://all.rugby/player/lucas-andjisseramatchi,Rugby Club Massy Essonne (2014 - 2024) -> Stade Rochelais (2024 - 2026)
Matthias HADDAD,Matthias HADDAD,FL/NO8,ラ・ロシェル,193,99,2001.03.10,,,,Stade Rochelais (2007 - 2009) -> Rugby Club du Pays Muzillacais (2009 - 2013) -> Rugby Club Vannes (2013 - 2016) -> Stade Rochelais (2016 - 2026),A,0,https://all.rugby/player/matthias-haddad,,Stade Rochelais (2007 - 2009) -> Rugby Club du Pays Muzillacais (2009 - 2013) -> Rugby Club Vannes (2013 - 2016) -> Stade Rochelais (2016 - 2026),,,https://all.rugby/player/matthias-haddad,Stade Rochelais (2007 - 2009) -> Rugby Club du Pays Muzillacais (2009 - 2013) -> Rugby Club Vannes (2013 - 2016) -> Stade Rochelais (2016 - 2026)
Oscar JÉGOU,Oscar JÉGOU,FL/NO8,ラ・ロシェル,190,90,2003.05.31,,,,Oléron RC (2008 - 2009) -> Stade Rochelais (2009 - 2026),A,0,https://all.rugby/player/oscar-jegou,,Oléron RC (2008 - 2009) -> Stade Rochelais (2009 - 2026),France,France,https://all.rugby/player/oscar-jegou,Oléron RC (2008 - 2009) -> Stade Rochelais (2009 - 2026)
Paul BOUDEHENT,Paul BOUDEHENT,FL/NO8,ラ・ロシェル,192,107,1999.11.21,,,,SCO RC Angers (2010 - 2014) -> Stade Nantais (2014 - 2017) -> Stade Rochelais (2017 - 2026),A,0,https://all.rugby/player/paul-boudehent,,SCO RC Angers (2010 - 2014) -> Stade Nantais (2014 - 2017) -> Stade Rochelais (2017 - 2026),France,France,https://all.rugby/player/paul-boudehent,SCO RC Angers (2010 - 2014) -> Stade Nantais (2014 - 2017) -> Stade Rochelais (2017 - 2026)
Nolann LE GARREC,Nolann LE GARREC,SH,ラ・ロシェル,175,75,2002.05.14,,,,Rugby Club Vannes (2009 - 2017) -> Racing 92 (2017 - 2025) -> Stade Rochelais (2025 - 2026),A,0,https://all.rugby/player/nolann-le-garrec,,Rugby Club Vannes (2009 - 2017) -> Racing 92 (2017 - 2025) -> Stade Rochelais (2025 - 2026),France,France,https://all.rugby/player/nolann-le-garrec,Rugby Club Vannes (2009 - 2017) -> Racing 92 (2017 - 2025) -> Stade Rochelais (2025 - 2026)
Thomas BERJON,Thomas BERJON,SH,ラ・ロシェル,177,87,1998.04.12,,,,Stade Rochelais (2010 - 2026),A,0,https://all.rugby/player/thomas-berjon,,Stade Rochelais (2010 - 2026),,,https://all.rugby/player/thomas-berjon,Stade Rochelais (2010 - 2026)
Antoine HASTOY,Antoine HASTOY,SO,ラ・ロシェル,180,86,1997.06.04,,,,RC Billère ASPTT Lescar (2004 - 2011) -> Section Paloise Béarn Pyrénées (2011 - 2022) -> Stade Rochelais (2022 - 2026),A,0,https://all.rugby/player/antoine-hastoy,,RC Billère ASPTT Lescar (2004 - 2011) -> Section Paloise Béarn Pyrénées (2011 - 2022) -> Stade Rochelais (2022 - 2026),France,France,https://all.rugby/player/antoine-hastoy,RC Billère ASPTT Lescar (2004 - 2011) -> Section Paloise Béarn Pyrénées (2011 - 2022) -> Stade Rochelais (2022 - 2026)
Diego JURD,Diego JURD,SO,ラ・ロシェル,184,87,//2006,,,,Stade Rochelais (2011 - 2026),A,0,https://all.rugby/player/diego-jurd,,Stade Rochelais (2011 - 2026),,,https://all.rugby/player/diego-jurd,Stade Rochelais (2011 - 2026)
Ihaia WEST,Ihaia WEST,SO,ラ・ロシェル,175,85,1992.01.16,,,,Hawke's Bay Magpies (2012 - 2013) -> Blues (2013 - 2017) -> Hurricanes (2017 - 2018) -> Stade Rochelais (2018 - 2022) -> Rugby Club Toulonnais (2022 - 2023) -> Stade Rochelais (2023 - 2026),A,0,https://all.rugby/player/ihaia-west,,Hawke's Bay Magpies (2012 - 2013) -> Blues (2013 - 2017) -> Hurricanes (2017 - 2018) -> Stade Rochelais (2018 - 2022) -> Rugby Club Toulonnais (2022 - 2023) -> Stade Rochelais (2023 - 2026),,,https://all.rugby/player/ihaia-west,Hawke's Bay Magpies (2012 - 2013) -> Blues (2013 - 2017) -> Hurricanes (2017 - 2018) -> Stade Rochelais (2018 - 2022) -> Rugby Club Toulonnais (2022 - 2023) -> Stade Rochelais (2023 - 2026)
Adrien SÉGURET,Adrien SÉGURET,CTB,ラ・ロシェル,183,95,1998.07.22,,,,Sporting Club Albigeois (2010 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2019) -> Stade Montois Rugby Pro (2019 - 2020) -> FC Grenoble Rugby (2020 - 2022) -> Castres Olympique (2022 - 2025) -> Stade Rochelais (2025 - 2025) -> Castres Olympique (2026 - 2026) -> Stade Rochelais (2026 - 2026),A,0,https://all.rugby/player/adrien-seguret,,Sporting Club Albigeois (2010 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2019) -> Stade Montois Rugby Pro (2019 - 2020) -> FC Grenoble Rugby (2020 - 2022) -> Castres Olympique (2022 - 2025) -> Stade Rochelais (2025 - 2025) -> Castres Olympique (2026 - 2026) -> Stade Rochelais (2026 - 2026),,,https://all.rugby/player/adrien-seguret,Sporting Club Albigeois (2010 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2019) -> Stade Montois Rugby Pro (2019 - 2020) -> FC Grenoble Rugby (2020 - 2022) -> Castres Olympique (2022 - 2025) -> Stade Rochelais (2025 - 2025) -> Castres Olympique (2026 - 2026) -> Stade Rochelais (2026 - 2026)
